strategy,rank_band_pct,window_days,holding_days,position_mode,condition,execution_filter,n_input_events,full_n_trades,full_trading_days,full_annualized_return,full_total_return,full_sharpe,full_max_drawdown,full_hit_rate,full_exposure,full_benchmark_annualized_return,early_n_trades,early_trading_days,early_annualized_return,early_total_return,early_sharpe,early_max_drawdown,early_hit_rate,early_exposure,early_benchmark_annualized_return,late_n_trades,late_trading_days,late_annualized_return,late_total_return,late_sharpe,late_max_drawdown,late_hit_rate,late_exposure,late_benchmark_annualized_return,min_half_annualized_return
bottom_contrarian,5,3,3,long_short,all,unfiltered,78,76,237,0.995765467287272,0.9153398423267252,1.561550730999557,-0.24037615579470561,0.5789473684210527,0.4008438818565401,0.1997291534303105,15,119,0.6271867019817416,0.25847743375015186,1.5165593740063446,-0.18213712805634807,0.6666666666666666,0.23529411764705882,0.21040479158186742,60,118,1.593117933387083,0.5623341271072895,1.7684369577851782,-0.24037615579470573,0.5666666666666667,0.5423728813559322,0.17273788205048435,0.6271867019817416
bottom_contrarian,5,3,3,long_short,all,price5_adv1m,78,76,237,0.995765467287272,0.9153398423267252,1.561550730999557,-0.24037615579470561,0.5789473684210527,0.4008438818565401,0.1997291534303105,15,119,0.6271867019817416,0.25847743375015186,1.5165593740063446,-0.18213712805634807,0.6666666666666666,0.23529411764705882,0.21040479158186742,60,118,1.593117933387083,0.5623341271072895,1.7684369577851782,-0.24037615579470573,0.5666666666666667,0.5423728813559322,0.17273788205048435,0.6271867019817416
bottom_contrarian,5,3,3,long_short,all,price10_adv10m,77,75,237,1.0066383203270939,0.925151838598206,1.5730271173957198,-0.24037615579470561,0.5733333333333334,0.4008438818565401,0.1997291534303105,15,119,0.6271867019817416,0.25847743375015186,1.5165593740063446,-0.18213712805634807,0.6666666666666666,0.23529411764705882,0.21040479158186742,59,118,1.6215700145905902,0.5703377285002209,1.7869167380509785,-0.24037615579470573,0.559322033898305,0.5423728813559322,0.17273788205048435,0.6271867019817416
bottom_contrarian,5,3,3,long_short,all,price10_adv50m,77,75,237,1.0066383203270939,0.925151838598206,1.5730271173957198,-0.24037615579470561,0.5733333333333334,0.4008438818565401,0.1997291534303105,15,119,0.6271867019817416,0.25847743375015186,1.5165593740063446,-0.18213712805634807,0.6666666666666666,0.23529411764705882,0.21040479158186742,59,118,1.6215700145905902,0.5703377285002209,1.7869167380509785,-0.24037615579470573,0.559322033898305,0.5423728813559322,0.17273788205048435,0.6271867019817416
bottom_contrarian,5,3,3,long_only,all,unfiltered,2,2,237,-0.05526684056344422,-0.05206436000595338,-0.38693203532391535,-0.087854302937027,0.0,0.02531645569620253,0.1997291534303105,0,0,,,,,,,,2,118,-0.10790917311968196,-0.05206436000595338,-0.5473544455909081,-0.087854302937027,0.0,0.05084745762711865,0.17273788205048435,
bottom_contrarian,5,3,3,long_only,all,price5_adv1m,2,2,237,-0.05526684056344422,-0.05206436000595338,-0.38693203532391535,-0.087854302937027,0.0,0.02531645569620253,0.1997291534303105,0,0,,,,,,,,2,118,-0.10790917311968196,-0.05206436000595338,-0.5473544455909081,-0.087854302937027,0.0,0.05084745762711865,0.17273788205048435,
bottom_contrarian,5,3,3,long_only,all,price10_adv10m,2,2,237,-0.05526684056344422,-0.05206436000595338,-0.38693203532391535,-0.087854302937027,0.0,0.02531645569620253,0.1997291534303105,0,0,,,,,,,,2,118,-0.10790917311968196,-0.05206436000595338,-0.5473544455909081,-0.087854302937027,0.0,0.05084745762711865,0.17273788205048435,
bottom_contrarian,5,3,3,long_only,all,price10_adv50m,2,2,237,-0.05526684056344422,-0.05206436000595338,-0.38693203532391535,-0.087854302937027,0.0,0.02531645569620253,0.1997291534303105,0,0,,,,,,,,2,118,-0.10790917311968196,-0.05206436000595338,-0.5473544455909081,-0.087854302937027,0.0,0.05084745762711865,0.17273788205048435,
bottom_contrarian,5,3,3,short_only,all,unfiltered,76,75,237,1.0394123213879203,0.9547090327259169,1.607577576720569,-0.24037615579470561,0.5866666666666667,0.3924050632911392,0.1997291534303105,15,119,0.6271867019817416,0.25847743375015186,1.5165593740063446,-0.18213712805634807,0.6666666666666666,0.23529411764705882,0.21040479158186742,59,118,1.7082762544997445,0.5944473993099519,1.8426116040215024,-0.24037615579470561,0.576271186440678,0.5254237288135594,0.17273788205048435,0.6271867019817416
bottom_contrarian,5,3,3,short_only,all,price5_adv1m,76,75,237,1.0394123213879203,0.9547090327259169,1.607577576720569,-0.24037615579470561,0.5866666666666667,0.3924050632911392,0.1997291534303105,15,119,0.6271867019817416,0.25847743375015186,1.5165593740063446,-0.18213712805634807,0.6666666666666666,0.23529411764705882,0.21040479158186742,59,118,1.7082762544997445,0.5944473993099519,1.8426116040215024,-0.24037615579470561,0.576271186440678,0.5254237288135594,0.17273788205048435,0.6271867019817416
bottom_contrarian,5,3,3,short_only,all,price10_adv10m,75,74,237,1.050522960799971,0.9647227114042847,1.6191662157545323,-0.24037615579470561,0.581081081081081,0.3924050632911392,0.1997291534303105,15,119,0.6271867019817416,0.25847743375015186,1.5165593740063446,-0.18213712805634807,0.6666666666666666,0.23529411764705882,0.21040479158186742,58,118,1.7379918701770882,0.6026155121384806,1.861337313293917,-0.24037615579470561,0.5689655172413793,0.5254237288135594,0.17273788205048435,0.6271867019817416
bottom_contrarian,5,3,3,short_only,all,price10_adv50m,75,74,237,1.050522960799971,0.9647227114042847,1.6191662157545323,-0.24037615579470561,0.581081081081081,0.3924050632911392,0.1997291534303105,15,119,0.6271867019817416,0.25847743375015186,1.5165593740063446,-0.18213712805634807,0.6666666666666666,0.23529411764705882,0.21040479158186742,58,118,1.7379918701770882,0.6026155121384806,1.861337313293917,-0.24037615579470561,0.5689655172413793,0.5254237288135594,0.17273788205048435,0.6271867019817416
bottom_contrarian,5,3,3,long_short,strength_top50,unfiltered,30,29,237,0.1745096245411648,0.1633180059634214,0.7412284608859508,-0.17228959920448528,0.5517241379310345,0.12658227848101267,0.1997291534303105,0,0,,,,,,,,29,118,0.381354557325827,0.1633180059634214,1.0493862087808028,-0.17228959920448528,0.5517241379310345,0.2542372881355932,0.17273788205048435,
bottom_contrarian,5,3,3,long_short,strength_top50,price5_adv1m,30,29,237,0.1745096245411648,0.1633180059634214,0.7412284608859508,-0.17228959920448528,0.5517241379310345,0.12658227848101267,0.1997291534303105,0,0,,,,,,,,29,118,0.381354557325827,0.1633180059634214,1.0493862087808028,-0.17228959920448528,0.5517241379310345,0.2542372881355932,0.17273788205048435,
