source,indicator,signal_window_days,holding_days,position_mode,n_input_signals,start_day,end_day,trading_days,active_days,n_trades,overlap_skipped,exposure_pct,average_positions,total_return_0bps,annualized_return_0bps,total_return_10bps,annualized_return_10bps,annualized_volatility_10bps,sharpe_10bps,max_drawdown_10bps,trade_hit_rate_10bps,average_trade_return_10bps,profit_factor_10bps,total_return_25bps,annualized_return_25bps,benchmark_annualized_return
x,author_net,14,90,short_only,34,2025-09-25,2026-07-16,198,198,22,12,1.0,10.0,0.10920282764838829,0.14100273805725738,0.10516675708322554,0.13572127697381786,0.44576443856061515,0.5034452233935149,-0.38083624378004244,0.7727272727272727,-0.09072617078568804,0.5893328205356436,0.09913851837816479,0.12784272943312103,0.1828146733475957
x,author_net,14,180,long_short,38,2025-08-27,2026-07-15,217,217,23,15,1.0,19.078341013824886,0.07908121250318212,0.09240943580967187,0.0755255650515334,0.08823040777752,0.2828267567407027,0.43998783347346626,-0.30155223081595284,0.5217391304347826,0.04331001546927308,1.2666404674282687,0.07021235881034316,0.08198983711503405,0.20123185384960296
x,author_net,14,180,long_only,32,2025-08-27,2026-07-14,216,216,21,11,1.0,17.5,0.06756594161432772,0.07926268500299583,0.06415173516986283,0.07523687609278773,0.3215000839971806,0.38591561032176575,-0.30680411300673927,0.5238095238095238,0.04895961725415925,1.2823288953680567,0.05904922676483482,0.06922434532980559,0.1967161626806937
x,author_net,14,180,short_only,6,2025-09-25,2026-07-15,197,197,6,0,1.0,5.472081218274112,-0.22585770185612564,-0.2792561944852009,-0.22745357457582116,-0.2811562558626236,0.3610240250409491,-0.7343665635131366,-0.3618372174260144,0.3333333333333333,-0.20769723708644836,0.37146976531361847,-0.22984220278407674,-0.2839981320710022,0.1920796831174274
x,author_net,30,1,long_short,556,2025-08-27,2026-07-16,218,166,556,0,0.7614678899082569,2.5458715596330275,0.10371762323786848,0.12083645719797076,-0.06514484946357435,-0.07491526759674927,0.39120150342559934,-0.008006973129398541,-0.4262749917150771,0.4982014388489209,-0.0016821183104004972,0.8686654339881091,-0.2714853120435664,-0.30660016006144153,0.19270736230453456
x,author_net,30,1,long_only,492,2025-08-27,2026-07-16,218,158,492,0,0.7247706422018348,2.2522935779816513,0.03234924999539657,0.03748803315613425,-0.1186324797960413,-0.13582130912992485,0.4091294996022166,-0.1556053508228039,-0.44363231466421726,0.508130081300813,-0.001585059897777737,0.8797958986806146,-0.3049380771270299,-0.3432728660116211,0.19270736230453456
x,author_net,30,1,short_only,64,2025-09-25,2026-07-15,197,43,64,0,0.2182741116751269,0.3248730964467005,-0.09685129560752126,-0.1221753166226851,-0.1349783575802913,-0.16929720519013713,0.152903606621122,-1.1358041967326538,-0.2323183853553944,0.421875,-0.002428254857437967,0.754673062441561,-0.18923826174166947,-0.2353594085501466,0.1920796831174274
x,author_net,30,5,long_short,520,2025-08-27,2026-07-16,218,218,497,23,1.0,11.380733944954128,-0.02958918105032038,-0.034124418543156176,-0.0719495771061095,-0.08269464589731423,0.30840411054057676,-0.1259755142773477,-0.2953548623103017,0.49295774647887325,0.0048758252662343135,1.1517684927038168,-0.13206853277609043,-0.15103180732461152,0.19270736230453456
x,author_net,30,5,long_only,461,2025-08-27,2026-07-16,218,218,442,19,1.0,10.119266055045872,-0.024804201508696,-0.02861689426393066,-0.06785036734150063,-0.07800936185424534,0.3858482442192754,-0.017335550459612718,-0.3137736166990348,0.497737556561086,0.006827876948636137,1.214255502741719,-0.12890463392729712,-0.1474533492335578,0.19270736230453456
x,author_net,30,5,short_only,59,2025-09-25,2026-07-01,192,153,59,0,0.796875,1.5364583333333333,-0.3950596437947589,-0.48299144199368893,-0.41346211382133136,-0.5035350518536719,0.40457129344921816,-1.524273114334893,-0.48959443820537574,0.4576271186440678,-0.010723927496925372,0.6765059085640862,-0.44003587444237136,-0.532845788480774,0.17873666758485784
x,author_net,30,20,long_short,477,2025-08-27,2026-07-14,216,216,355,122,1.0,32.851851851851855,0.06204196306359844,0.07275024630964522,0.04976623784312384,0.05829814420210555,0.3108380714294049,0.3376500466180797,-0.20200840881431448,0.48450704225352115,-0.000835644518291631,0.9870678916678716,0.03161532342937523,0.03698087914248038,0.1967161626806937
x,author_net,30,20,long_only,423,2025-08-27,2026-07-14,216,216,328,95,1.0,30.35185185185185,0.11226693809797461,0.13216710613257,0.09937066498275282,0.11686710963503022,0.36653188075839804,0.48453252953215425,-0.225778605768593,0.5030487804878049,0.003604430364359198,1.0568372997215914,0.08030298940152258,0.0943002728592166,0.1967161626806937
x,author_net,30,20,short_only,54,2025-09-25,2026-07-14,196,196,46,8,1.0,4.6938775510204085,-0.21976877751524626,-0.27317477753439745,-0.2273128373626585,-0.28219785259968255,0.32948417732737406,-0.8394864295760733,-0.33007943903857073,0.391304347826087,-0.01357371842558861,0.7600964467008592,-0.23849524411324696,-0.29552627914333085,0.18709574827608288
x,author_net,30,60,long_short,317,2025-08-27,2026-07-15,217,217,163,154,1.0,45.06912442396313,0.15534620997590132,0.18257040446382944,0.14841000376484614,0.17432964965959918,0.2743648137954823,0.7227987708844361,-0.1986639231145716,0.5214723926380368,0.038822456476373286,1.3778929875926658,0.1380815049370563,0.16207346865776429,0.20123185384960296
x,author_net,30,60,long_only,276,2025-08-27,2026-07-15,217,217,151,125,1.0,41.75115207373272,0.19170686217660515,0.2258994034599433,0.18480238957707829,0.21765511053079045,0.3296080929561613,0.7621073329019449,-0.20984308119411377,0.5298013245033113,0.07331502043537819,1.8268943843139434,0.17451853809299234,0.2053900377235851,0.20123185384960296
x,author_net,30,60,short_only,41,2025-09-25,2026-07-13,195,195,35,6,1.0,10.76923076923077,-0.15370402499725722,-0.19399733284489495,-0.15727360519396338,-0.19838798671596114,0.29799906645956326,-0.5929993764070915,-0.256234861625246,0.5428571428571428,-0.0436143805441965,0.6581456459166692,-0.16260108721586997,-0.2049307844249414,0.18271066522209978
x,author_net,30,90,long_short,239,2025-08-27,2026-07-16,218,218,103,136,1.0,42.522935779816514,0.09278578985799069,0.10801359971196445,0.08757151394874141,0.10190437272638708,0.3056009630274114,0.4700612257430997,-0.24014758020139726,0.5145631067961165,0.016475914295274792,1.1138176900250567,0.07979485109976014,0.09280145371959336,0.19270736230453456
x,author_net,30,90,long_only,207,2025-08-27,2026-07-16,218,218,98,109,1.0,40.45871559633027,0.16876523669151244,0.1975406293363553,0.16323344099913628,0.19099106197492643,0.3505460390784597,0.6735344422623777,-0.2316224520465241,0.5204081632653061,0.06654631827715062,1.5951324096976653,0.15498280805147036,0.18123145842652555,0.19270736230453456
x,author_net,30,90,short_only,32,2025-09-25,2026-07-16,198,198,25,7,1.0,11.363636363636363,0.1687769956757892,0.21956211450900232,0.16445877500421924,0.21383028325498876,0.3860233900738021,0.6894141407364711,-0.2887222492387216,0.72,-0.06161752001084791,0.6427451466996889,0.1580095356103608,0.20528061746581816,0.1828146733475957
x,author_net,30,180,long_short,46,2025-08-27,2026-07-15,217,217,28,18,1.0,23.207373271889402,-0.05943146002904276,-0.06868073816216547,-0.06260636192876401,-0.07233046955808242,0.29278351356320725,-0.11054752768769749,-0.33222220162073324,0.4642857142857143,-0.15551271323977875,0.5367412470335347,-0.06735017217393113,-0.07778003504817654,0.20123185384960296
x,author_net,30,180,long_only,41,2025-08-27,2026-07-14,216,216,25,16,1.0,20.833333333333332,-0.03521710540992773,-0.04096484465136685,-0.038256191396300876,-0.04448839589696185,0.34809678262944627,0.04274611928685281,-0.3330786711852888,0.48,-0.012930649604918791,0.9390771923127288,-0.04279828227122828,-0.04975108838816655,0.1967161626806937
x,author_net,30,180,short_only,5,2025-09-25,2026-07-15,197,197,5,0,1.0,4.548223350253807,-0.44189263478286955,-0.5257531702597882,-0.44300546983816536,-0.5269624613068784,0.36096369966836933,-1.8922739290690758,-0.4976096377149615,0.2,-0.8827094496419983,0.013886676933061096,-0.44467128406346,-0.5287714009510088,0.1920796831174274
x,author_net_shift,1,1,long_short,8,2026-06-29,2026-07-16,9,4,8,0,0.4444444444444444,0.6666666666666666,0.006010973592923019,0.18270410760018962,0.001997294219250767,0.05745858051872732,0.32751149182893435,0.3148485593100473,-0.032939873839444744,0.375,-0.010356365099102607,0.4081026575743235,-0.004000697272999454,-0.10617404251571705,0.7066081424817916
x,author_net_shift,1,1,long_only,6,2026-06-30,2026-07-16,8,2,6,0,0.25,0.5,-0.023855299480342707,-0.5325907244671937,-0.025830710920786926,-0.5614847736771766,0.19509046942026237,-4.131619696239713,-0.032939873839444744,0.3333333333333333,-0.018687035542376013,0.09786705003321446,-0.028790078081453285,-0.6015599540764023,0.48912139680173006
x,author_net_shift,1,1,short_only,2,2026-06-29,2026-07-01,3,2,2,0,0.6666666666666666,0.6666666666666666,0.030596153477415955,11.572899517652758,0.028565882184954372,9.653630318910913,0.49973523881317483,4.920182480226841,-0.015689465757065535,0.5,0.014635646230717614,2.8656653397043366,0.02552422524626219,7.307256198175251,1.8482217414946347
x,author_net_shift,1,5,long_short,5,2026-06-29,2026-07-15,8,8,3,2,1.0,1.125,0.06761308061957139,6.853032879427319,0.06622830845949812,6.538441697946614,0.9437018316215301,2.5575764488411585,-0.08069366913499898,0.6666666666666666,0.0330674926953638,1.8904496129663748,0.06415329114769985,6.089768666327255,1.165109185272553
x,author_net_shift,1,5,long_only,3,2026-06-30,2026-07-15,7,7,3,0,1.0,1.1428571428571428,-0.20209053961878398,-0.9997046546655364,-0.20311624178567833,-0.9997180194778594,0.8865378006050207,-8.680466490411789,-0.20932408687617876,0.3333333333333333,-0.0695314909772969,0.2872659290111078,-0.20465322235356342,-0.9997369520441938,0.9168235346182063
x,author_net_shift,1,5,short_only,2,2026-06-29,2026-07-02,4,4,1,1,1.0,1.0,0.14027917381976018,3904.7561102452673,0.13970053432784812,3781.834740186147,0.9050629154899014,9.57750158511595,-0.022937040947000553,1.0,0.12653610348188182,,0.13883257508998015,3604.558235521878,1.0181447830603259
x,author_net_shift,3,1,long_short,17,2025-10-27,2026-07-17,177,10,17,0,0.05649717514124294,0.0847457627118644,0.012863657426333441,0.018364150073621355,0.002790851705068542,0.003975764138663074,0.08249374947062112,0.08968732486822927,-0.05574849957823502,0.5294117647058824,0.001945731044883577,1.2145261216593877,-0.012149381025801653,-0.017252795484494987,0.12862284958248127
x,author_net_shift,3,1,long_only,10,2026-05-13,2026-07-17,41,6,10,0,0.14634146341463414,0.21951219512195122,0.0007198043200724591,0.004432365638644908,-0.005270312971711877,-0.03195703296174546,0.13525375203962317,-0.17268967885719083,-0.04910687888315268,0.5,0.000129318815140922,1.015786191101402,-0.01419945152708213,-0.08414775573723443,0.04079710576775497
x,author_net_shift,3,1,short_only,7,2025-10-27,2026-07-16,176,5,7,0,0.028409090909090908,0.03409090909090909,0.06688213304044899,0.09712884404081668,0.06162337391737882,0.08939403721495931,0.10492252453357617,0.8661823863097514,-0.02927401245511152,0.5714285714285714,0.004540605658801655,1.4398021881271856,0.05377412360645839,0.07787978448199229,0.14559848583802215
x,author_net_shift,3,5,long_short,10,2025-10-27,2026-07-02,171,22,8,2,0.1286549707602339,0.1695906432748538,-0.29738758086336314,-0.4055606821876321,-0.3008324033662042,-0.40985068869276264,0.20269736427484236,-2.493181684368589,-0.3008324033662042,0.25,-0.06278287283942158,0.10808302264122889,-0.30597083678097914,-0.4162312397562933,0.1367745547180541
x,author_net_shift,3,5,long_only,6,2026-05-13,2026-07-02,35,12,5,1,0.34285714285714286,0.4,-0.10433038593436517,-0.5476605619363393,-0.10688592216365855,-0.5568712453421225,0.2170316939256735,-3.636387521725815,-0.12371599237204067,0.4,-0.039898439156691244,0.23377358280422517,-0.11070787017036643,-0.570344840095989,0.06317577200928315
x,author_net_shift,3,5,short_only,4,2025-10-27,2026-07-13,173,17,4,0,0.09826589595375723,0.09826589595375723,-0.2702839548215865,-0.3680779958698204,-0.27286232089653806,-0.3713278050638663,0.22324884879602921,-1.9617577201847767,-0.3148444894258471,0.0,-0.0904459976634776,0.0,-0.2767152288909156,-0.3761742628497451,0.14485007323397525
x,author_net_shift,3,20,long_short,4,2025-10-27,2026-06-17,161,45,4,0,0.2795031055900621,0.4968944099378882,-0.05880983850641963,-0.09050696945281345,-0.06148064099493966,-0.09454332919400266,0.2168444392182687,-0.3505669002067465,-0.1734584737741992,0.5,-0.0836365301960654,0.2852804889026221,-0.06547472331568227,-0.10056744272575113,0.13667646573521774
x,author_net_shift,3,20,long_only,2,2026-05-13,2026-06-17,25,25,2,0,1.0,1.6,-0.07035640943355381,-0.520674965386491,-0.0717478426797401,-0.5278576583181864,0.3730955162392644,-1.8275872886024755,-0.12512722670990006,0.5,-0.05185547346642255,0.1841905545000174,-0.07383216936124237,-0.538435820314052,0.034513158569688285
x,author_net_shift,3,20,short_only,2,2025-10-27,2026-06-12,158,40,2,0,0.25316455696202533,0.25316455696202533,-0.25927624749872,-0.38040200716112416,-0.26075434008687326,-0.38237279959077985,0.4458556227148546,-0.8483243503968956,-0.40075826598853315,0.5,-0.11541758692570825,0.3229724012195087,-0.262967330304233,-0.3853190761644829,0.14138296740779666
x,author_net_shift,3,60,long_short,1,2025-10-27,2026-01-22,60,60,1,0,1.0,1.0,-0.06421752476399778,-0.2432810454361053,-0.06518694633320188,-0.24656806110069918,0.4397173851317188,-0.4276362805551717,-0.21182363242151114,0.0,-0.022319150870494187,0.0,-0.06664013674046965,-0.2514750012930034,0.03901553183953088
x,author_net_shift,3,60,short_only,1,2025-10-27,2026-01-22,60,60,1,0,1.0,1.0,-0.06421752476399778,-0.2432810454361053,-0.06518694633320188,-0.24656806110069918,0.4397173851317188,-0.4276362805551717,-0.21182363242151114,0.0,-0.022319150870494187,0.0,-0.06664013674046965,-0.2514750012930034,0.03901553183953088
x,author_net_shift,3,90,long_short,1,2025-10-27,2026-03-06,90,90,1,0,1.0,1.0,0.0458854743432624,0.13384990470627467,0.044835767322638054,0.1306664021399595,0.40701007142701023,0.5029140973313767,-0.21182363242151114,1.0,0.0972999227237602,,0.043262194361249895,0.12590491574402374,-0.04187043729960771
x,author_net_shift,3,90,short_only,1,2025-10-27,2026-03-06,90,90,1,0,1.0,1.0,0.0458854743432624,0.13384990470627467,0.044835767322638054,0.1306664021399595,0.40701007142701023,0.5029140973313767,-0.21182363242151114,1.0,0.0972999227237602,,0.043262194361249895,0.12590491574402374,-0.04187043729960771
x,author_net_shift,7,1,long_short,60,2025-10-20,2026-07-14,179,47,60,0,0.26256983240223464,0.329608938547486,-0.3787710201729756,-0.48839431226897423,-0.4076106005746122,-0.5215112853898964,0.29628479984606093,-2.3275533633496583,-0.4579453700873709,0.43333333333333335,-0.01374795965925011,0.34464141130513276,-0.4484290616258457,-0.5672660877619988,0.182782092087036
x,author_net_shift,7,1,long_only,31,2025-10-20,2026-07-14,179,27,31,0,0.15083798882681565,0.16759776536312848,-0.381939325870003,-0.49206380394287974,-0.39872119862605815,-0.5113719979360518,0.27991076803410003,-2.4042849813042944,-0.42751263552677155,0.45161290322580644,-0.020195911549222893,0.18349867026280606,-0.42307397650925216,-0.539001145042179,0.182782092087036
x,author_net_shift,7,1,short_only,29,2025-10-24,2026-07-14,175,26,29,0,0.14857142857142858,0.1657142857142857,-0.10506170129052173,-0.14772047453265147,-0.12815524756415253,-0.17920937486835886,0.23322077294577673,-0.7288963231428507,-0.2202466573922237,0.41379310344827586,-0.006855321432037823,0.595836189453526,-0.1617244729772741,-0.22433003766343074,0.164296637265271
x,author_net_shift,7,5,long_short,58,2025-10-20,2026-07-13,178,117,46,12,0.6573033707865169,1.2584269662921348,-0.08534050295003637,-0.11863900771618141,-0.10674669142358906,-0.1476984046884543,0.4792678286736568,-0.11296505555529839,-0.38203452287560835,0.41304347826086957,-0.007953794379985533,0.7718934110749134,-0.13793631562927677,-0.1895222390396485,0.17797241869992364
x,author_net_shift,7,5,long_only,30,2025-10-20,2026-07-13,178,90,26,4,0.5056179775280899,0.6966292134831461,-0.42201631674218687,-0.5398105465422091,-0.43259916123449504,-0.5516939816363133,0.43442035073975677,-1.6219125599723783,-0.43878489766680706,0.34615384615384615,-0.0297941110853724,0.3002528301399073,-0.4481201252297613,-0.5689560957360591,0.17797241869992364
x,author_net_shift,7,5,short_only,28,2025-10-24,2026-07-13,174,88,24,4,0.5057471264367817,0.6896551724137931,-0.17397376901109396,-0.2417993011576477,-0.18851751155117225,-0.2610565802588013,0.5991054094818528,-0.21425682039887303,-0.5816006526621662,0.5,0.0023351522177188686,1.0627813603168705,-0.20986650439890564,-0.28904507956979497,0.15934856026722177
x,author_net_shift,7,20,long_short,46,2025-10-20,2026-07-17,182,158,23,23,0.8681318681318682,2.5054945054945055,-0.18139654403522476,-0.24205039150529917,-0.18815964531025986,-0.2507070457615387,0.3823916584446925,-0.5634325561759375,-0.2769186595620976,0.5217391304347826,0.016040640747724016,1.3030934298540033,-0.1982029144533095,-0.2635111202728756,0.16100325376318403
x,author_net_shift,7,20,long_only,21,2025-10-20,2026-07-17,182,144,13,8,0.7912087912087912,1.4065934065934067,-0.2692566525406368,-0.35231066858537674,-0.2748916824369759,-0.3592159552072208,0.45706911928306604,-0.7432338397087889,-0.31248814933855107,0.46153846153846156,0.005021625278528854,1.090854234864767,-0.2832669285178333,-0.3694410535649517,0.16100325376318403
x,author_net_shift,7,20,short_only,25,2025-10-24,2026-07-10,173,144,19,6,0.8323699421965318,2.1965317919075145,-0.20927466775737158,-0.28967134969423036,-0.215422376554527,-0.29770159264381035,0.46095970388378843,-0.537416368698634,-0.423904972104471,0.5789473684210527,-0.004672338917994982,0.9219651451642684,-0.22455759739104686,-0.309581162048415,0.1734030715417081
x,author_net_shift,7,60,long_short,23,2025-10-20,2026-06-30,174,174,9,14,1.0,3.103448275862069,-0.2638534816510276,-0.35830662958496196,-0.26623894784277713,-0.36131597549924566,0.37165324742233313,-1.0204663489398902,-0.394476848609421,0.5555555555555556,-0.2237807001148354,0.25230078427011743,-0.26980394060573554,-0.3658051627777299,0.17693429341022804
x,author_net_shift,7,60,long_only,8,2025-10-20,2026-06-05,158,158,5,3,1.0,1.8987341772151898,0.0076472610632718485,0.01222461454385182,0.004769958954383258,0.007618570468271635,0.32896976743777856,0.1870296134261775,-0.20966330545159695,0.4,0.041305509184089394,2.6311268369118133,0.0004676113795596404,0.0007459142901322657,0.17303692973683749
x,author_net_shift,7,60,short_only,15,2025-10-24,2026-06-30,170,170,9,6,1.0,3.176470588235294,-0.3224841725351354,-0.4384829570457639,-0.32455705103074683,-0.4410277251630812,0.42406405661348867,-1.1598788978887724,-0.43673139138186134,0.5555555555555556,-0.2545476139531792,0.1810779637610208,-0.32765553544197923,-0.44482455730486326,0.1578685659672101
x,author_net_shift,7,90,long_short,14,2025-10-20,2026-06-05,158,158,5,9,1.0,2.848101265822785,-0.20528525149801624,-0.30682435387558016,-0.2070642048506368,-0.3092975050647915,0.3838554693594864,-0.7722657550261766,-0.4387088936378284,0.4,-0.2199051823758066,0.30411484523338006,-0.2097261939207492,-0.3129921150995957,0.17303692973683749
x,author_net_shift,7,90,long_only,6,2025-10-20,2026-03-31,112,112,2,4,1.0,1.6071428571428572,-0.12285092836141787,-0.2554134823032921,-0.12414386907275132,-0.2578806726240107,0.36053985067693095,-0.6475037690634319,-0.21313456590820457,0.0,-0.07569810346493633,0.0,-0.12608068839888142,-0.2615680030547969,-0.05634285517271542
x,author_net_shift,7,90,short_only,8,2025-10-24,2026-06-05,154,154,5,3,1.0,2.9220779220779223,-0.22162220302520286,-0.33633641060120545,-0.22334755349820223,-0.3387419263763337,0.4155165538466401,-0.7878397739542751,-0.4387088936378285,0.6,-0.1827943126023796,0.38489093091661025,-0.22592939066654993,-0.3423352236160775,0.15197852864615657
x,author_net_shift,7,180,long_short,1,2025-10-20,2026-07-15,180,180,1,0,1.0,1.0,-0.11130636567424812,-0.15227908721093508,-0.1121932350363456,-0.15346322382202437,0.43349578516490905,-0.1684765445368528,-0.29931820037560186,0.0,-0.1123063656742479,0.0,-0.11352270896360916,-0.1552374341878906,0.18824201835498222
x,author_net_shift,7,180,long_only,1,2025-10-20,2026-07-15,180,180,1,0,1.0,1.0,-0.11130636567424812,-0.15227908721093508,-0.1121932350363456,-0.15346322382202437,0.43349578516490905,-0.1684765445368528,-0.29931820037560186,0.0,-0.1123063656742479,0.0,-0.11352270896360916,-0.1552374341878906,0.18824201835498222
x,author_net_shift,14,1,long_short,131,2025-10-17,2026-07-16,182,77,131,0,0.4230769230769231,0.7197802197802198,-0.2629949275784145,-0.34461336104503504,-0.3178695649510944,-0.411196634409845,0.29346163498685734,-1.6600127079393363,-0.41442848678058675,0.46564885496183206,-0.004137462251974146,0.6887721388700697,-0.39270541472713627,-0.4987071742481275,0.19647291898838892
x,author_net_shift,14,1,long_only,68,2025-10-21,2026-07-16,180,50,68,0,0.2777777777777778,0.37777777777777777,-0.3728274726655084,-0.47959454921738454,-0.4037173807138632,-0.5151214070663235,0.1984118664753707,-3.5421555600039767,-0.4037173807138632,0.38235294117647056,-0.009528476401005384,0.3622647143061818,-0.44727613715549486,-0.5639748895207409,0.16911999028450397
x,author_net_shift,14,1,short_only,63,2025-10-17,2026-07-15,181,46,63,0,0.2541436464088398,0.34806629834254144,0.04357045666592696,0.0611755223315289,-0.003363714631674175,-0.004680091038597678,0.3195538357492402,0.14487344431168062,-0.20891117354350808,0.5555555555555556,0.001681410162853221,1.1460044738095458,-0.06991749431197658,-0.09598935142280618,0.20675344445266153
x,author_net_shift,14,5,long_short,121,2025-10-17,2026-07-17,183,161,106,15,0.8797814207650273,2.8852459016393444,0.3410130107693312,0.49789543241200906,0.3004697294160137,0.4358915924901501,0.3421457895429301,1.2261446540463117,-0.23171446232520843,0.5094339622641509,0.00407096377256079,1.135348650512782,0.24191714687726895,0.3476284468024684,0.17904054643402678
x,author_net_shift,14,5,long_only,63,2025-10-21,2026-07-17,181,133,57,6,0.7348066298342542,1.5524861878453038,0.03655928877993664,0.05126253961711469,0.010921437547741109,0.01523803663207235,0.41478887231408806,0.24229611959812833,-0.24454303517510712,0.5263157894736842,0.0023756397376721665,1.082023755842617,-0.026369820801396604,-0.03652287540271959,0.1520465077017883
x,author_net_shift,14,5,short_only,58,2025-10-17,2026-07-16,182,121,52,6,0.6648351648351648,1.4285714285714286,0.13749503204105062,0.19527696591032662,0.11148068315285542,0.1575946306262055,0.422388563663847,0.5541316654474929,-0.3317084825072082,0.46153846153846156,0.0070946620148543416,1.2374985073219429,0.07355160856550857,0.10326006686029143,0.19647291898838892
x,author_net_shift,14,20,long_short,95,2025-10-17,2026-07-14,180,169,46,49,0.9388888888888889,5.111111111111111,0.29311220871832,0.43314686128868884,0.2802101117240916,0.4131678690586347,0.3315226329466006,1.2065465046281285,-0.1388607635497643,0.4782608695652174,0.03288281510931878,1.6345573967561056,0.26109247599770447,0.3837120035706221,0.2013423629381701
x,author_net_shift,14,20,long_only,47,2025-10-21,2026-07-16,180,171,32,15,0.95,3.5388888888888888,-0.16895646273040854,-0.22825595488611705,-0.1766585677804382,-0.23825088424302854,0.4468201294409201,-0.38369010430425243,-0.3801342418968219,0.4375,0.038697308197887456,1.8192578561375614,-0.18808160227490034,-0.2530056182754873,0.16911999028450397
x,author_net_shift,14,20,short_only,48,2025-10-17,2026-07-14,180,175,32,16,0.9722222222222222,3.5555555555555554,-0.10580855808152112,-0.14492794627972316,-0.11443484653308544,-0.1564540852085966,0.39178978213796595,-0.2402931418305634,-0.22447053121683957,0.5,0.004685692393771923,1.0962703985138835,-0.12722310053512942,-0.1734587359892733,0.2013423629381701
x,author_net_shift,14,60,long_short,58,2025-10-17,2026-07-16,182,182,19,39,1.0,6.241758241758242,0.17306119488991967,0.24733314836532383,0.16835070704013355,0.24040334265920427,0.5694472536153787,0.661648379866133,-0.37522827119996405,0.42105263157894735,0.110876284368966,2.8657275879627497,0.16131832523480027,0.23007768597831824,0.19647291898838892
x,author_net_shift,14,60,long_only,28,2025-10-21,2026-07-16,180,180,15,13,1.0,4.977777777777778,0.10111480382468141,0.1443678339784682,0.09687305622614661,0.13820087710832119,0.5288901096247878,0.511198455070955,-0.3527053728705357,0.5333333333333333,0.17378398114615656,7.179965408740054,0.09053903559282239,0.12900977461868535,0.16911999028450397
x,author_net_shift,14,60,short_only,30,2025-10-17,2026-06-02,156,156,14,16,1.0,5.384615384615385,-0.15205169130366925,-0.23389376711978493,-0.15496295286695172,-0.23813817930492243,0.32291344557466256,-0.6821829391703185,-0.27357857439557864,0.42857142857142855,-0.01755477994471497,0.7634820834452742,-0.15931251494216558,-0.24446278016185186,0.25634437066751015
x,author_net_shift,14,90,long_short,46,2025-10-17,2026-07-16,182,182,13,33,1.0,6.428571428571429,0.02264390452498466,0.03148900024510448,0.01938938701635662,0.02694655308510585,0.24190836183960632,0.23016524747088254,-0.12493910285968202,0.5384615384615384,0.06442273715735476,1.5575883553678656,0.014525520767159295,0.02016827407172439,0.19647291898838892
x,author_net_shift,14,90,long_only,21,2025-10-21,2026-06-17,165,165,8,13,1.0,4.363636363636363,0.2346355624351959,0.37976360663216324,0.23128681275692342,0.3740520512887373,0.35201762221088967,1.0781220605214006,-0.2151825287407818,0.375,0.13679242851404577,2.7662754765275994,0.2262789392092941,0.3655260050739242,0.16238036064427108
x,author_net_shift,14,90,short_only,25,2025-10-17,2026-06-10,162,162,11,14,1.0,6.111111111111111,-0.3108193432706744,-0.4395741956736382,-0.3128243508964278,-0.44210836330825065,0.40628817161719144,-1.2332770734411487,-0.43421955733442985,0.5454545454545454,-0.15066343661255652,0.34947836795403614,-0.31582196053198996,-0.4458894426047868,0.15976499473173766
x,author_net_shift,14,180,long_short,3,2025-10-17,2026-07-16,182,182,2,1,1.0,1.9615384615384615,-0.11440141950723637,-0.15483127807909292,-0.11551930198928961,-0.1563080939248771,0.21431358167916423,-0.6860650455704672,-0.20966358893632975,0.0,-0.12878453277157714,0.0,-0.11719443406689767,-0.15851973916076056,0.19647291898838892
x,author_net_shift,14,180,long_only,1,2025-10-21,2026-07-16,180,180,1,0,1.0,1.0,-0.12270193267602181,-0.1674582114783859,-0.123585948525332,-0.16863245833342166,0.4334215889540592,-0.21028362708311213,-0.29931820037560253,0.0,-0.12370193267602159,0.0,-0.12491113676777765,-0.17039183143220837,0.16911999028450397
x,author_net_shift,14,180,short_only,2,2025-10-17,2026-07-02,177,177,1,1,1.0,1.0,-0.16192731034783403,-0.22236834803217465,-0.16235353801301766,-0.22293135574959833,0.3751845144810408,-0.484584756754932,-0.3132914822922751,0.0,-0.1338671328671327,0.0,-0.16299287951079477,-0.2237756397327254,0.18902690808923217
x,author_net_shift,30,1,long_short,147,2025-10-21,2026-07-16,180,90,147,0,0.5,0.8166666666666667,0.322253406256094,0.47856551316962603,0.20870994010413568,0.3039199530283889,0.22602551605424565,1.2868381747143602,-0.18944113438689436,0.54421768707483,0.0005876911689570524,1.0595261815704033,0.05623396890590615,0.07960324844346855,0.16911999028450397
x,author_net_shift,30,1,long_only,82,2025-10-21,2026-07-16,180,58,82,0,0.32222222222222224,0.45555555555555555,-0.1496279549154681,-0.20301056419174734,-0.19772466422310475,-0.2653967974535054,0.27740308180138956,-0.9647866254172331,-0.2643786296246613,0.5121951219512195,-0.0015712934947507977,0.8596080076494756,-0.26489829327748204,-0.35004033898092735,0.16911999028450397
x,author_net_shift,30,1,short_only,65,2025-10-24,2026-07-16,177,53,65,0,0.2994350282485876,0.3672316384180791,0.24618293194388818,0.3679888604271293,0.1820678412991874,0.26888738942373536,0.19717543341640106,1.3058779019170093,-0.13480448068966155,0.5846153846153846,0.003311333360096187,1.4034087222877423,0.09191885108352493,0.13337263195477012,0.159854746664309
