breakdown_type,group_value,source_scope,indicator,window_days,outcome_horizon,direction,cost_bps,n_events,raw_hit_rate,excess_hit_rate,excess_hit_ci_low,excess_hit_ci_high,avg_directional_return_pct,median_directional_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,avg_directional_excess_pct,median_directional_excess_pct,excess_profit_factor
direction,bear,all,author_net,30,20D,bear,0,53,0.3584905660377358,0.41509433962264153,0.29260908779813966,0.549055778186556,-0.026070215949008144,-0.015215792748458634,0.10301433967680895,-0.09820570291637652,1.0489649441695565,0.5861862923300463,-0.009156378506801932,-0.01758949962943157,0.8231470398138214
direction,bear,all,author_net,30,5D,bear,0,60,0.4666666666666667,0.5166666666666667,0.39307810032592494,0.6382495046026722,-0.011121506289602217,-0.007084391401586898,0.048879718294114784,-0.0636225778003546,0.7682762941089499,0.6722417573453312,-0.006964201258301356,0.003053948582364352,0.7593258810651905
direction,bear,all,author_net,30,60D,bear,0,40,0.5,0.55,0.39829091798932054,0.6929469218909508,-0.05221327161430537,-0.008855574888669615,0.15404089096059667,-0.2584674341892074,0.5959779476428478,0.5959779476428478,-0.005606837554024699,0.03521997460986498,0.9427957945014668
direction,bear,all,author_net,30,90D,bear,0,30,0.7666666666666667,0.8,0.6269430358685175,0.9049489282271013,-0.047119465885131634,0.06646496829238335,0.12570827247107336,-0.6149820347698052,0.20440966624029497,0.6716317605038264,-0.002241476023710983,0.12511348165746672,0.9828710563345463
direction,bear,all,author_net,7,1D,bear,0,58,0.43103448275862066,0.3793103448275862,0.2656427267728758,0.5079719280723111,-0.005487947696068594,-0.0038774198278549443,0.018845051525090178,-0.02546539530642687,0.740025878189848,0.5967950630563291,-0.005512465391049778,-0.00391493506493934,0.5617015876043391
direction,bear,all,author_net,7,20D,bear,0,48,0.5208333333333334,0.5416666666666666,0.40291074545649797,0.6742475770713254,0.01140038211006912,0.010623917277658268,0.10068083485108092,-0.08564358826059588,1.1755793620501955,1.2778036544023865,0.021001130721136713,0.016950180020986527,1.6302859941817018
direction,bear,all,author_net,7,5D,bear,0,54,0.46296296296296297,0.48148148148148145,0.3539397274661188,0.6114829980187293,-0.010752632147245426,-0.007857204733444312,0.05052299259291854,-0.06357644657842126,0.7946809756125431,0.6850698065625372,-0.005194086205659581,-0.0003875553000397547,0.8230254096181179
direction,bear,all,author_net,7,60D,bear,0,38,0.5263157894736842,0.6052631578947368,0.4471786799604255,0.744019242518399,-0.05299664870962218,0.007486905458408466,0.12614592082151957,-0.2520439481886686,0.5004917663291503,0.5561019625879446,-0.018833988039067336,0.028648303173355982,0.7973958966756728
direction,bear,all,author_net,7,90D,bear,0,33,0.7575757575757576,0.7878787878787878,0.6224835500784931,0.8932397846697919,-0.08861710058149647,0.06346340174403253,0.13135882332421553,-0.7760418627868464,0.1692677027145062,0.5289615709828318,-0.05382713298015199,0.0995538056303591,0.6927782706710918
direction,bear,all,author_net,90,1D,bear,0,61,0.4918032786885246,0.5081967213114754,0.3860261849109117,0.6293960467628898,0.00043439732080719667,0.0,0.021082132915118217,-0.02019885836281025,1.0437289344002845,1.0437289344002845,0.001975468362459395,0.0013320964959364634,1.2250614312510095
direction,bear,all,author_net,90,20D,bear,0,53,0.4716981132075472,0.49056603773584906,0.3612424984784323,0.6211647088532004,-0.04230244935228016,-0.0004416094210009103,0.07816131180011954,-0.14985937895263704,0.5215643648491455,0.4656824686153085,-0.0240424188725124,-0.0020248362345782756,0.658752594701195
direction,bear,all,author_net,90,5D,bear,0,58,0.46551724137931033,0.5,0.3753827301422442,0.6246172698577558,-0.01070775625218151,-0.006871287959373529,0.04704470010003635,-0.06100828275250029,0.7711198869649929,0.6716205467114454,-0.0008384679170565149,0.0004939605163251648,0.9671216572147424
direction,bear,all,author_net,90,60D,bear,0,35,0.5142857142857142,0.5428571428571428,0.3818972506848375,0.6953398071159278,-0.11376508601073107,0.0019486474094452255,0.1458627409138292,-0.3886651380485007,0.3752915469759145,0.39736752032743883,-0.06726428496869805,0.009620252803544727,0.59841646877727
direction,bear,all,author_net,90,90D,bear,0,26,0.6153846153846154,0.6538461538461539,0.46220571188810816,0.8058776967705947,-0.16360310709245615,0.029128676683145283,0.10663746343533459,-0.5959880199369214,0.17892551505753582,0.28628082409205735,-0.13303416747402444,0.05532458443993421,0.3871066245951114
direction,bear,all,author_net_shift,1,1D,bear,0,3,0.3333333333333333,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.007553294114342764,-0.008611410118406937,0.045960758218500763,-0.011650437937736235,3.9449811641528107,1.9724905820764054,0.008456762911362622,-0.008613636694915439,2.173974085661236
direction,bear,all,author_net_shift,1,5D,bear,0,3,1.0,1.0,0.20654931437723745,1.0,0.11227249691153322,0.12311346475540896,0.11227249691153322,,,,0.07396810057749803,0.07396810057749803,
direction,bear,all,author_net_shift,3,1D,bear,0,9,0.5555555555555556,0.7142857142857143,0.35893445183261935,0.9177810759959433,0.003257126041439783,0.005321839778222981,0.029944482882804314,-0.03010207001026588,0.994764907283525,1.2434561341044061,0.015614610496268586,0.007265606033090344,3.6879713297924703
direction,bear,all,author_net_shift,3,20D,bear,0,2,0.5,0.5,0.09453120573423074,0.9054687942657693,-0.11441758692570825,-0.11441758692570825,0.11111868721305518,-0.3399538610644717,0.3268640246212168,0.3268640246212168,-0.13180133692290213,-0.13180133692290213,0.22471576910333924
direction,bear,all,author_net_shift,3,5D,bear,0,6,0.16666666666666666,0.25,0.04558726080970055,0.6993581574175981,-0.06651649936154815,-0.04916167236620472,0.0478456786998126,-0.0893889349738203,0.5352528108073483,0.10705056216146967,-0.06132009999782245,-0.0388606511245439,0.15814649264508646
direction,bear,all,author_net_shift,3,60D,bear,0,1,0.0,0.0,0.0,0.7934506856227626,-0.021319150870494186,-0.021319150870494186,,-0.021319150870494186,,,-0.012164726720390817,-0.012164726720390817,
direction,bear,all,author_net_shift,3,90D,bear,0,1,1.0,1.0,0.20654931437723745,1.0,0.0982999227237602,0.0982999227237602,0.0982999227237602,,,,0.08314019633118919,0.08314019633118919,
direction,bear,all,author_net_shift,30,1D,bear,0,65,0.5846153846153846,0.6,0.47855999348240486,0.7102797002530238,0.00943010513021507,0.004354280059376547,0.02793450975636924,-0.016613131010298213,1.681471706871696,2.366515735597202,0.007625299309020409,0.0032151924445043,2.0913500548761905
direction,bear,all,author_net_shift,30,20D,bear,0,51,0.5490196078431373,0.58,0.4423344176857823,0.7062499664528802,0.002381734166434898,0.006232364463194751,0.12449475571896472,-0.14627759641925359,0.8510855986595789,1.036104207063835,0.010289451295948531,0.009609189851556676,1.173925979747525
direction,bear,all,author_net_shift,30,5D,bear,0,59,0.5084745762711864,0.5084745762711864,0.3843514305938966,0.6315616309225984,-0.003663858608884614,0.0018802462227195393,0.042998762328958655,-0.05193553544113628,0.8279256575239017,0.8564748181281743,-0.003956326665625684,0.0006881805448313294,0.8251555339689552
direction,bear,all,author_net_shift,30,60D,bear,0,36,0.3333333333333333,0.4722222222222222,0.31986041515179053,0.629940619770124,-0.21247114448522375,-0.041515059550950584,0.07200907024974305,-0.35471125185270713,0.203007572704924,0.101503786352462,-0.15367218414021996,-0.0014757522393047395,0.20474648905929382
direction,bear,all,author_net_shift,30,90D,bear,0,24,0.6666666666666666,0.7083333333333334,0.5083230633550337,0.8508535180303913,-0.2181055584887385,0.03571684800691799,0.09412076063063744,-0.8425581967274904,0.11170831996674413,0.22341663993348826,-0.18501158147004212,0.03224541964853367,0.27228702316778824
direction,bear,all,author_net_shift,7,1D,bear,0,33,0.42424242424242425,0.36363636363636365,0.2218717823524236,0.5338382169773361,-0.008042396662907571,-0.002457809976993852,0.02326348876490045,-0.03110989118866085,0.7477843179785755,0.5509989711421083,-0.00878762894167727,-0.002654475582738458,0.47350890712859756
direction,bear,all,author_net_shift,7,20D,bear,0,26,0.5384615384615384,0.56,0.3706733186979878,0.7333436111893266,-0.0016801382262782076,0.007939337541122138,0.09814362436991746,-0.11814119458850648,0.8307316064625733,0.9691868742063354,0.018704389794027887,0.017113639447464468,1.4793462107618531
direction,bear,all,author_net_shift,7,5D,bear,0,31,0.4838709677419355,0.5483870967741935,0.37772167637354503,0.7083826401947998,0.0016421906418723172,-0.00029194949273780857,0.07808020919787775,-0.07001845175438277,1.1151376136075497,1.0454415127570778,0.004694034809913401,0.0013927235057229481,1.159555836476966
direction,bear,all,author_net_shift,7,60D,bear,0,14,0.42857142857142855,0.5,0.26799202452413634,0.7320079754758637,-0.1940832775239833,-0.03745398405379596,0.09820953890608235,-0.4133028898465325,0.2376212248178315,0.1782159186133736,-0.1263087475223695,0.011137411605135816,0.3436224356752136
direction,bear,all,author_net_shift,7,90D,bear,0,7,0.42857142857142855,0.5714285714285714,0.2504583645276572,0.8417801447485302,-0.16077384302893252,-0.0335104112317981,0.19163251456806185,-0.4250786112266783,0.450816647807931,0.3381124858559483,-0.09382839386418469,0.059326859803445875,0.5150156653231404
direction,bear,all,author_net_shift,90,1D,bear,0,33,0.42424242424242425,0.42424242424242425,0.2723559663341021,0.5919273666268755,-0.008355874218238472,-0.007656549083948638,0.01965696787476669,-0.0289969157604528,0.6778985750469255,0.4995042131924714,-0.006783521494860319,-0.005235635948595885,0.5247382508716778
direction,bear,all,author_net_shift,90,20D,bear,0,28,0.4642857142857143,0.6071428571428571,0.42409044296597176,0.764343134584204,-0.06672937711736229,-0.011319973234487857,0.13975315816242256,-0.24568090769317583,0.5688401246748749,0.4929947747182249,-0.034092794278450064,0.021920565627832178,0.6850887099536559
direction,bear,all,author_net_shift,90,5D,bear,0,30,0.43333333333333335,0.4,0.24590628116801852,0.5767963974667752,-0.02974213039929913,-0.01774672435653557,0.05861950544147838,-0.09731279310107016,0.602382313501119,0.46064529855967923,-0.019702054909914248,-0.0056774290877395495,0.5641642953761048
direction,bear,all,author_net_shift,90,60D,bear,0,12,0.5833333333333334,0.5833333333333334,0.31951131254954973,0.8067396863412435,-0.10800072452168795,0.09059544551858328,0.14069208699769092,-0.45617066064881834,0.3084198505830745,0.4317877908163043,0.00027863257660661517,0.1563985157427477,1.0019563391564446
direction,bear,all,author_net_shift,90,90D,bear,0,3,1.0,1.0,0.4385029682449546,1.0,0.14622923280719372,0.1846011583199494,0.14622923280719372,,,,0.22401960001104967,0.25002563684667,
direction,bear,all,high_low_divergence,1,1D,bear,0,7,0.14285714285714285,0.3333333333333333,0.09677141110578041,0.700006684861608,-0.013289716056467196,-0.014782475490196179,0.004034260600989215,-0.016177045499376597,0.24938179231459046,0.04156363205243174,-0.011440191016667082,-0.010020126392941697,0.15043762729229626
direction,bear,all,high_low_divergence,1,20D,bear,0,1,0.0,0.0,0.0,0.7934506856227626,-0.41939302406269774,-0.41939302406269774,,-0.41939302406269774,,,-0.41225706016387886,-0.41225706016387886,
direction,bear,all,high_low_divergence,1,5D,bear,0,4,0.25,0.5,0.09453120573423074,0.9054687942657693,-0.07010010675742254,-0.02776195234399137,0.03834367481322032,-0.10624803394763682,0.36088832318645614,0.12029610772881871,-0.11492563348653723,-0.11492563348653723,0.05477725677202202
direction,bear,all,high_low_divergence,3,1D,bear,0,23,0.43478260869565216,0.45454545454545453,0.2692029418081331,0.6534020467926505,-0.0033204871301947946,-0.0051978093950753035,0.021783881771795542,-0.022631540131725823,0.9625452640431661,0.7404194338793586,-0.0018841921197668597,-0.001087076312684676,0.8450308858149228
direction,bear,all,high_low_divergence,3,20D,bear,0,9,0.3333333333333333,0.3333333333333333,0.1205838183869109,0.6457978644196036,-0.08020858714609581,-0.045619360823003774,0.028226242080609604,-0.13442600175944852,0.20997605903000563,0.10498802951500283,-0.06456983502763597,-0.018868346896646848,0.15536161309884192
direction,bear,all,high_low_divergence,3,5D,bear,0,15,0.4,0.3076923076923077,0.12680703655710515,0.5763065681945096,-0.04257453255086208,-0.01740578174663243,0.025833335264449458,-0.08817977776106978,0.29296212714945785,0.1953080847663052,-0.03354172285647443,-0.016372834040480733,0.21970452657659909
direction,bear,all,high_low_divergence,3,60D,bear,0,4,0.5,0.5,0.15003898915214947,0.8499610108478506,-0.06855394945752508,0.002526880225453776,0.05056010648994602,-0.18766800540499617,0.2694124999135308,0.2694124999135308,-0.03153908930397811,0.004005782546792458,0.537374547528465
direction,bear,all,high_low_divergence,3,90D,bear,0,3,1.0,1.0,0.4385029682449546,1.0,0.08463135952290284,0.11581421376608847,0.08463135952290284,,,,0.10021143121521874,0.10197708661252436,
direction,bear,all,high_low_divergence,30,1D,bear,0,45,0.4666666666666667,0.4444444444444444,0.30938930034997586,0.5882386550647896,-0.004768080866782487,-0.0016132608512817725,0.018122825181767215,-0.02479762365926348,0.7308291080946862,0.6394754695828504,-0.004554765153019928,-0.003221830195262454,0.6315679245418914
direction,bear,all,high_low_divergence,30,20D,bear,0,34,0.4411764705882353,0.5588235294117647,0.3945389925620307,0.7111651775375785,-0.00933034220025536,-0.00803215309216998,0.11602326192618273,-0.10829371387902227,1.0713757776909871,0.8458229823876214,0.0095969343680148,0.01014219699183394,1.190108114129436
direction,bear,all,high_low_divergence,30,5D,bear,0,40,0.5,0.48717948717948717,0.33865175329862,0.6380063711554202,-0.009606013628759796,-0.0010420295852193728,0.04396774742348373,-0.06317977468100332,0.6959149133639408,0.6959149133639408,-9.41576459758732e-05,-0.0010171598981039143,0.9958736253546657
direction,bear,all,high_low_divergence,30,60D,bear,0,31,0.6129032258064516,0.6451612903225806,0.46947954064368874,0.788833409061346,0.015202604819473556,0.04766803039158385,0.13948315680121842,-0.18157493581828918,0.7681850811215815,1.2162930451091707,0.033333802849065904,0.05891152492901419,1.5828924949247754
