top_percentile,min_same_authors,min_consensus,window_days,horizon_days,split_day,split,raw_events,n_events,n_tickers,n_months,max_ticker_share,excess_hit_rate,excess_hit_ci_low,excess_hit_ci_high,avg_directional_excess_pct,median_directional_excess_pct,excess_payoff_ratio,excess_profit_factor,positive_month_rate,avg_monthly_excess_pct,monthly_lcb_score
10,3,0.6,7,20,2026-03-12,all,181,103,44,11,0.08737864077669903,0.5048543689320388,0.4098754392292435,0.5994842233122258,0.03567020742621875,0.000747793262859453,1.7000913908999484,1.7334265162117122,0.6363636363636364,0.021546129898789932,-0.009857231383351258
10,3,0.6,7,20,2026-03-12,train,71,40,24,7,0.125,0.475,0.329354701126789,0.6250263789330753,-0.010822493205931196,-9.19314761093637e-05,0.8855123279838861,0.8011778205568493,0.7142857142857143,0.00905085079342526,-0.027554506268514335
10,3,0.6,7,20,2026-03-12,test,100,56,37,4,0.05357142857142857,0.5178571428571429,0.39010383924176983,0.6433178058754173,0.06955850544991869,0.007007284956826676,2.273989096645697,2.4424327334342673,0.5,0.048596844959629085,-0.019133020800107606
10,3,0.67,7,20,2026-03-12,all,178,103,44,11,0.08737864077669903,0.5048543689320388,0.4098754392292435,0.5994842233122258,0.035801464363891214,0.000747793262859453,1.7027383063723074,1.7361253319874506,0.6363636363636364,0.021648550085004048,-0.009777697516404636
10,3,0.67,7,20,2026-03-12,train,69,40,24,7,0.125,0.475,0.329354701126789,0.6250263789330753,-0.010822493205931196,-9.19314761093637e-05,0.8855123279838861,0.8011778205568493,0.7142857142857143,0.00905085079342526,-0.027554506268514335
10,3,0.67,7,20,2026-03-12,test,99,56,37,4,0.05357142857142857,0.5178571428571429,0.39010383924176983,0.6433178058754173,0.06979992446028056,0.007007284956826676,2.278650133735962,2.4474390325312187,0.5,0.049019328227762324,-0.018877633852462647
10,3,0.75,7,20,2026-03-12,all,176,103,44,11,0.08737864077669903,0.49514563106796117,0.4005157766877741,0.5901245607707564,0.035292618863162976,-1.2878687169259884e-05,1.752535150336897,1.718832551291957,0.6363636363636364,0.02248088719039106,-0.009366783657534222
10,3,0.75,7,20,2026-03-12,train,69,40,24,7,0.125,0.475,0.329354701126789,0.6250263789330753,-0.010822493205931196,-9.19314761093637e-05,0.8855123279838861,0.8011778205568493,0.7142857142857143,0.00905085079342526,-0.027554506268514335
10,3,0.75,7,20,2026-03-12,test,97,56,37,4,0.05357142857142857,0.5,0.37331738801362335,0.6266826119863766,0.06886401220001255,-0.0039672781524554,2.403296631694447,2.4032966316944475,0.5,0.051913913299132884,-0.01791576256340436
10,3,0.8,7,20,2026-03-12,all,167,99,44,11,0.08080808080808081,0.494949494949495,0.39850799791397756,0.5917682971574147,0.04247944632225863,-1.2878687169259884e-05,1.9706552236832284,1.931242119209564,0.5454545454545454,0.025345068000263524,-0.004551433718768764
10,3,0.8,7,20,2026-03-12,train,59,39,23,7,0.1282051282051282,0.46153846153846156,0.31566885606727846,0.6143055172948425,-0.011635269696585003,-0.0001709842650494675,0.9143528953919612,0.7837310531931095,0.5714285714285714,0.0076428992807183755,-0.027571231381074625
10,3,0.8,7,20,2026-03-12,test,96,53,37,4,0.05660377358490566,0.5094339622641509,0.3788352911467995,0.6387575015215675,0.08391671539864314,0.000747793262859453,2.836333082424236,2.94542281636363,0.5,0.06686645439164601,0.0035297069119169244
10,4,0.55,7,20,2026-03-12,all,78,52,27,9,0.11538461538461539,0.5,0.36885862959780547,0.6311413704021945,0.02827999918303131,-0.002207815865241658,1.690808500561091,1.690808500561091,0.7777777777777778,0.0367057187294462,0.014775915081799144
