asof_day,source,segment_type,segment_key,population,ranked_rows
2026-01-10,x,investor_type,mixed,2,2
2026-01-10,x,investor_type,technical,56,56
2026-01-10,x,narrative,ai_infra,20,20
2026-01-10,x,narrative,consumer,7,7
2026-01-10,x,narrative,crypto,29,29
2026-01-10,x,narrative,ev,13,13
2026-01-10,x,narrative,fintech,6,6
2026-01-10,x,narrative,media,2,2
2026-01-10,x,narrative,semis,31,31
2026-01-10,x,narrative,software,3,3
2026-01-11,x,horizon,180D,48,48
2026-01-11,x,horizon,1D,206,206
2026-01-11,x,horizon,20D,187,187
2026-01-11,x,horizon,5D,208,208
2026-01-11,x,horizon,60D,113,113
2026-01-11,x,horizon,90D,102,102
2026-01-11,x,investor_type,flow_momentum,108,108
2026-01-11,x,investor_type,fundamental,80,80
2026-01-11,x,investor_type,mixed,2,2
2026-01-11,x,investor_type,technical,56,56
2026-01-11,x,narrative,ai_infra,20,20
2026-01-11,x,narrative,consumer,7,7
2026-01-11,x,narrative,crypto,29,29
2026-01-11,x,narrative,ev,13,13
2026-01-11,x,narrative,fintech,6,6
2026-01-11,x,narrative,media,2,2
2026-01-11,x,narrative,semis,31,31
2026-01-11,x,narrative,software,3,3
2026-01-12,x,horizon,180D,48,48
2026-01-12,x,horizon,1D,206,206
2026-01-12,x,horizon,20D,187,187
2026-01-12,x,horizon,5D,208,208
2026-01-12,x,horizon,60D,113,113
2026-01-12,x,horizon,90D,102,102
2026-01-12,x,investor_type,flow_momentum,108,108
2026-01-12,x,investor_type,fundamental,80,80
2026-01-12,x,investor_type,mixed,2,2
2026-01-12,x,investor_type,technical,56,56
2026-01-12,x,narrative,ai_infra,20,20
2026-01-12,x,narrative,consumer,7,7
2026-01-12,x,narrative,crypto,29,29
2026-01-12,x,narrative,ev,13,13
2026-01-12,x,narrative,fintech,6,6
2026-01-12,x,narrative,media,2,2
2026-01-12,x,narrative,semis,31,31
2026-01-12,x,narrative,software,3,3
2026-01-13,x,horizon,180D,48,48
2026-01-13,x,horizon,1D,207,207
2026-01-13,x,horizon,20D,190,190
2026-01-13,x,horizon,5D,211,211
2026-01-13,x,horizon,60D,115,115
2026-01-13,x,horizon,90D,102,102
2026-01-13,x,investor_type,flow_momentum,110,110
2026-01-13,x,investor_type,fundamental,80,80
2026-01-13,x,investor_type,mixed,2,2
2026-01-13,x,investor_type,technical,58,58
2026-01-13,x,narrative,ai_infra,20,20
2026-01-13,x,narrative,consumer,7,7
2026-01-13,x,narrative,crypto,29,29
2026-01-13,x,narrative,ev,13,13
2026-01-13,x,narrative,fintech,6,6
2026-01-13,x,narrative,media,2,2
2026-01-13,x,narrative,semis,31,31
2026-01-13,x,narrative,software,3,3
2026-01-14,x,horizon,180D,48,48
2026-01-14,x,horizon,1D,210,210
2026-01-14,x,horizon,20D,192,192
2026-01-14,x,horizon,5D,212,212
2026-01-14,x,horizon,60D,115,115
2026-01-14,x,horizon,90D,102,102
2026-01-14,x,investor_type,flow_momentum,111,111
2026-01-14,x,investor_type,fundamental,80,80
2026-01-14,x,investor_type,mixed,2,2
2026-01-14,x,investor_type,technical,58,58
2026-01-14,x,narrative,ai_infra,20,20
2026-01-14,x,narrative,consumer,7,7
2026-01-14,x,narrative,crypto,29,29
2026-01-14,x,narrative,ev,13,13
2026-01-14,x,narrative,fintech,6,6
2026-01-14,x,narrative,media,2,2
2026-01-14,x,narrative,semis,31,31
2026-01-14,x,narrative,software,5,5
2026-01-15,x,horizon,180D,50,50
2026-01-15,x,horizon,1D,211,211
2026-01-15,x,horizon,20D,195,195
2026-01-15,x,horizon,5D,213,213
2026-01-15,x,horizon,60D,117,117
2026-01-15,x,horizon,90D,105,105
2026-01-15,x,investor_type,flow_momentum,113,113
2026-01-15,x,investor_type,fundamental,80,80
2026-01-15,x,investor_type,mixed,2,2
2026-01-15,x,investor_type,technical,58,58
2026-01-15,x,narrative,ai_infra,20,20
2026-01-15,x,narrative,consumer,8,8
2026-01-15,x,narrative,crypto,29,29
2026-01-15,x,narrative,ev,13,13
2026-01-15,x,narrative,fintech,6,6
2026-01-15,x,narrative,media,2,2
2026-01-15,x,narrative,semis,31,31
2026-01-15,x,narrative,software,5,5
2026-01-16,x,horizon,180D,51,51
2026-01-16,x,horizon,1D,212,212
2026-01-16,x,horizon,20D,196,196
2026-01-16,x,horizon,5D,215,215
2026-01-16,x,horizon,60D,122,122
2026-01-16,x,horizon,90D,109,109
2026-01-16,x,investor_type,flow_momentum,113,113
2026-01-16,x,investor_type,fundamental,80,80
2026-01-16,x,investor_type,mixed,2,2
2026-01-16,x,investor_type,technical,58,58
2026-01-16,x,narrative,ai_infra,20,20
2026-01-16,x,narrative,consumer,8,8
2026-01-16,x,narrative,crypto,29,29
2026-01-16,x,narrative,ev,14,14
2026-01-16,x,narrative,fintech,6,6
2026-01-16,x,narrative,media,2,2
2026-01-16,x,narrative,semis,31,31
2026-01-16,x,narrative,software,5,5
2026-01-17,x,horizon,180D,53,53
2026-01-17,x,horizon,1D,214,214
2026-01-17,x,horizon,20D,195,195
2026-01-17,x,horizon,5D,216,216
2026-01-17,x,horizon,60D,126,126
2026-01-17,x,horizon,90D,110,110
2026-01-17,x,investor_type,flow_momentum,116,116
2026-01-17,x,investor_type,fundamental,80,80
2026-01-17,x,investor_type,mixed,2,2
2026-01-17,x,investor_type,technical,58,58
2026-01-17,x,narrative,ai_infra,20,20
2026-01-17,x,narrative,consumer,8,8
2026-01-17,x,narrative,crypto,29,29
2026-01-17,x,narrative,ev,14,14
2026-01-17,x,narrative,fintech,6,6
2026-01-17,x,narrative,media,2,2
2026-01-17,x,narrative,semis,32,32
2026-01-17,x,narrative,software,5,5
2026-01-18,x,horizon,180D,53,53
2026-01-18,x,horizon,1D,214,214
2026-01-18,x,horizon,20D,195,195
2026-01-18,x,horizon,5D,216,216
2026-01-18,x,horizon,60D,126,126
2026-01-18,x,horizon,90D,110,110
2026-01-18,x,investor_type,flow_momentum,116,116
2026-01-18,x,investor_type,fundamental,80,80
2026-01-18,x,investor_type,mixed,2,2
2026-01-18,x,investor_type,technical,58,58
2026-01-18,x,narrative,ai_infra,20,20
2026-01-18,x,narrative,consumer,8,8
2026-01-18,x,narrative,crypto,29,29
2026-01-18,x,narrative,ev,14,14
2026-01-18,x,narrative,fintech,6,6
2026-01-18,x,narrative,media,2,2
2026-01-18,x,narrative,semis,32,32
2026-01-18,x,narrative,software,5,5
2026-01-19,x,horizon,180D,53,53
2026-01-19,x,horizon,1D,214,214
2026-01-19,x,horizon,20D,195,195
2026-01-19,x,horizon,5D,216,216
2026-01-19,x,horizon,60D,126,126
2026-01-19,x,horizon,90D,110,110
2026-01-19,x,investor_type,flow_momentum,116,116
2026-01-19,x,investor_type,fundamental,80,80
2026-01-19,x,investor_type,mixed,2,2
2026-01-19,x,investor_type,technical,58,58
2026-01-19,x,narrative,ai_infra,20,20
2026-01-19,x,narrative,consumer,8,8
2026-01-19,x,narrative,crypto,29,29
2026-01-19,x,narrative,ev,14,14
2026-01-19,x,narrative,fintech,6,6
2026-01-19,x,narrative,media,2,2
2026-01-19,x,narrative,semis,32,32
2026-01-19,x,narrative,software,5,5
2026-01-20,x,horizon,180D,53,53
2026-01-20,x,horizon,1D,214,214
2026-01-20,x,horizon,20D,195,195
2026-01-20,x,horizon,5D,216,216
2026-01-20,x,horizon,60D,126,126
2026-01-20,x,horizon,90D,110,110
2026-01-20,x,investor_type,flow_momentum,116,116
2026-01-20,x,investor_type,fundamental,80,80
2026-01-20,x,investor_type,mixed,2,2
2026-01-20,x,investor_type,technical,58,58
2026-01-20,x,narrative,ai_infra,20,20
2026-01-20,x,narrative,consumer,8,8
2026-01-20,x,narrative,crypto,29,29
2026-01-20,x,narrative,ev,14,14
2026-01-20,x,narrative,fintech,6,6
2026-01-20,x,narrative,media,2,2
2026-01-20,x,narrative,semis,32,32
2026-01-20,x,narrative,software,5,5
2026-01-21,x,horizon,180D,53,53
2026-01-21,x,horizon,1D,214,214
2026-01-21,x,horizon,20D,200,200
2026-01-21,x,horizon,5D,216,216
2026-01-21,x,horizon,60D,130,130
2026-01-21,x,horizon,90D,112,112
2026-01-21,x,investor_type,flow_momentum,117,117
2026-01-21,x,investor_type,fundamental,80,80
2026-01-21,x,investor_type,mixed,2,2
2026-01-21,x,investor_type,technical,59,59
2026-01-21,x,narrative,ai_infra,20,20
2026-01-21,x,narrative,consumer,8,8
2026-01-21,x,narrative,crypto,29,29
2026-01-21,x,narrative,ev,14,14
2026-01-21,x,narrative,fintech,6,6
2026-01-21,x,narrative,media,2,2
2026-01-21,x,narrative,semis,32,32
2026-01-21,x,narrative,software,5,5
2026-01-22,x,horizon,180D,53,53
2026-01-22,x,horizon,1D,220,220
2026-01-22,x,horizon,20D,203,203
2026-01-22,x,horizon,5D,219,219
2026-01-22,x,horizon,60D,131,131
2026-01-22,x,horizon,90D,114,114
2026-01-22,x,investor_type,flow_momentum,119,119
2026-01-22,x,investor_type,fundamental,81,81
2026-01-22,x,investor_type,mixed,2,2
2026-01-22,x,investor_type,technical,61,61
2026-01-22,x,narrative,ai_infra,21,21
2026-01-22,x,narrative,consumer,8,8
2026-01-22,x,narrative,crypto,29,29
2026-01-22,x,narrative,ev,14,14
2026-01-22,x,narrative,fintech,7,7
2026-01-22,x,narrative,media,2,2
2026-01-22,x,narrative,semis,32,32
2026-01-22,x,narrative,software,5,5
2026-01-23,x,horizon,180D,54,54
2026-01-23,x,horizon,1D,222,222
2026-01-23,x,horizon,20D,208,208
2026-01-23,x,horizon,5D,221,221
2026-01-23,x,horizon,60D,132,132
2026-01-23,x,horizon,90D,115,115
2026-01-23,x,investor_type,flow_momentum,119,119
2026-01-23,x,investor_type,fundamental,81,81
2026-01-23,x,investor_type,mixed,3,3
2026-01-23,x,investor_type,technical,61,61
2026-01-23,x,narrative,ai_infra,22,22
2026-01-23,x,narrative,consumer,8,8
2026-01-23,x,narrative,crypto,29,29
2026-01-23,x,narrative,ev,14,14
2026-01-23,x,narrative,fintech,7,7
2026-01-23,x,narrative,media,2,2
2026-01-23,x,narrative,semis,32,32
2026-01-23,x,narrative,software,6,6
2026-01-24,x,horizon,180D,54,54
2026-01-24,x,horizon,1D,222,222
2026-01-24,x,horizon,20D,212,212
2026-01-24,x,horizon,5D,224,224
2026-01-24,x,horizon,60D,133,133
2026-01-24,x,horizon,90D,118,118
2026-01-24,x,investor_type,flow_momentum,121,121
2026-01-24,x,investor_type,fundamental,84,84
2026-01-24,x,investor_type,mixed,3,3
2026-01-24,x,investor_type,technical,63,63
2026-01-24,x,narrative,ai_infra,23,23
2026-01-24,x,narrative,consumer,8,8
2026-01-24,x,narrative,crypto,29,29
2026-01-24,x,narrative,ev,14,14
2026-01-24,x,narrative,fintech,7,7
2026-01-24,x,narrative,media,2,2
2026-01-24,x,narrative,semis,34,34
2026-01-24,x,narrative,software,6,6
2026-01-25,x,horizon,180D,54,54
2026-01-25,x,horizon,1D,222,222
2026-01-25,x,horizon,20D,212,212
2026-01-25,x,horizon,5D,224,224
2026-01-25,x,horizon,60D,133,133
2026-01-25,x,horizon,90D,118,118
2026-01-25,x,investor_type,flow_momentum,121,121
2026-01-25,x,investor_type,fundamental,84,84
2026-01-25,x,investor_type,mixed,3,3
2026-01-25,x,investor_type,technical,63,63
2026-01-25,x,narrative,ai_infra,23,23
2026-01-25,x,narrative,consumer,8,8
2026-01-25,x,narrative,crypto,29,29
2026-01-25,x,narrative,ev,14,14
2026-01-25,x,narrative,fintech,7,7
2026-01-25,x,narrative,media,2,2
2026-01-25,x,narrative,semis,34,34
2026-01-25,x,narrative,software,6,6
2026-01-26,x,horizon,180D,54,54
2026-01-26,x,horizon,1D,222,222
2026-01-26,x,horizon,20D,212,212
2026-01-26,x,horizon,5D,224,224
2026-01-26,x,horizon,60D,133,133
2026-01-26,x,horizon,90D,118,118
2026-01-26,x,investor_type,flow_momentum,121,121
2026-01-26,x,investor_type,fundamental,84,84
2026-01-26,x,investor_type,mixed,3,3
2026-01-26,x,investor_type,technical,63,63
2026-01-26,x,narrative,ai_infra,23,23
2026-01-26,x,narrative,consumer,8,8
2026-01-26,x,narrative,crypto,29,29
2026-01-26,x,narrative,ev,14,14
2026-01-26,x,narrative,fintech,7,7
2026-01-26,x,narrative,media,2,2
2026-01-26,x,narrative,semis,34,34
2026-01-26,x,narrative,software,6,6
2026-01-27,x,horizon,180D,54,54
2026-01-27,x,horizon,1D,225,225
2026-01-27,x,horizon,20D,213,213
2026-01-27,x,horizon,5D,226,226
2026-01-27,x,horizon,60D,135,135
2026-01-27,x,horizon,90D,118,118
2026-01-27,x,investor_type,flow_momentum,123,123
2026-01-27,x,investor_type,fundamental,85,85
2026-01-27,x,investor_type,mixed,3,3
2026-01-27,x,investor_type,technical,64,64
2026-01-27,x,narrative,ai_infra,23,23
2026-01-27,x,narrative,consumer,8,8
2026-01-27,x,narrative,crypto,29,29
2026-01-27,x,narrative,ev,15,15
2026-01-27,x,narrative,fintech,7,7
2026-01-27,x,narrative,media,2,2
2026-01-27,x,narrative,semis,34,34
2026-01-27,x,narrative,software,6,6
2026-01-28,x,horizon,180D,54,54
2026-01-28,x,horizon,1D,230,230
2026-01-28,x,horizon,20D,214,214
2026-01-28,x,horizon,5D,232,232
2026-01-28,x,horizon,60D,137,137
2026-01-28,x,horizon,90D,119,119
2026-01-28,x,investor_type,flow_momentum,123,123
2026-01-28,x,investor_type,fundamental,84,84
2026-01-28,x,investor_type,mixed,3,3
2026-01-28,x,investor_type,technical,66,66
2026-01-28,x,narrative,ai_infra,23,23
2026-01-28,x,narrative,consumer,8,8
2026-01-28,x,narrative,crypto,29,29
2026-01-28,x,narrative,ev,15,15
2026-01-28,x,narrative,fintech,7,7
2026-01-28,x,narrative,media,2,2
2026-01-28,x,narrative,semis,34,34
2026-01-28,x,narrative,software,6,6
2026-01-29,x,horizon,180D,54,54
2026-01-29,x,horizon,1D,231,231
2026-01-29,x,horizon,20D,218,218
2026-01-29,x,horizon,5D,233,233
2026-01-29,x,horizon,60D,139,139
2026-01-29,x,horizon,90D,123,123
2026-01-29,x,investor_type,flow_momentum,123,123
2026-01-29,x,investor_type,fundamental,83,83
2026-01-29,x,investor_type,mixed,3,3
2026-01-29,x,investor_type,technical,67,67
2026-01-29,x,narrative,ai_infra,23,23
2026-01-29,x,narrative,consumer,8,8
2026-01-29,x,narrative,crypto,29,29
2026-01-29,x,narrative,ev,15,15
2026-01-29,x,narrative,fintech,7,7
2026-01-29,x,narrative,media,2,2
2026-01-29,x,narrative,semis,34,34
2026-01-29,x,narrative,software,6,6
2026-01-30,x,horizon,180D,55,55
2026-01-30,x,horizon,1D,235,235
2026-01-30,x,horizon,20D,218,218
2026-01-30,x,horizon,5D,237,237
2026-01-30,x,horizon,60D,139,139
2026-01-30,x,horizon,90D,124,124
2026-01-30,x,investor_type,flow_momentum,123,123
2026-01-30,x,investor_type,fundamental,84,84
2026-01-30,x,investor_type,mixed,3,3
2026-01-30,x,investor_type,technical,68,68
2026-01-30,x,narrative,ai_infra,23,23
2026-01-30,x,narrative,consumer,8,8
2026-01-30,x,narrative,crypto,29,29
2026-01-30,x,narrative,ev,15,15
2026-01-30,x,narrative,fintech,7,7
2026-01-30,x,narrative,media,2,2
2026-01-30,x,narrative,semis,34,34
2026-01-30,x,narrative,software,6,6
2026-01-31,x,horizon,180D,55,55
2026-01-31,x,horizon,1D,237,237
2026-01-31,x,horizon,20D,223,223
2026-01-31,x,horizon,5D,238,238
2026-01-31,x,horizon,60D,142,142
2026-01-31,x,horizon,90D,129,129
2026-01-31,x,investor_type,flow_momentum,124,124
2026-01-31,x,investor_type,fundamental,85,85
2026-01-31,x,investor_type,mixed,3,3
2026-01-31,x,investor_type,technical,69,69
2026-01-31,x,narrative,ai_infra,23,23
2026-01-31,x,narrative,consumer,9,9
2026-01-31,x,narrative,crypto,29,29
2026-01-31,x,narrative,ev,15,15
2026-01-31,x,narrative,fintech,7,7
2026-01-31,x,narrative,media,2,2
2026-01-31,x,narrative,semis,34,34
2026-01-31,x,narrative,software,6,6
2026-02-01,x,horizon,180D,55,55
2026-02-01,x,horizon,1D,237,237
2026-02-01,x,horizon,20D,223,223
2026-02-01,x,horizon,5D,238,238
2026-02-01,x,horizon,60D,142,142
2026-02-01,x,horizon,90D,129,129
2026-02-01,x,investor_type,flow_momentum,124,124
2026-02-01,x,investor_type,fundamental,85,85
2026-02-01,x,investor_type,mixed,3,3
2026-02-01,x,investor_type,technical,69,69
2026-02-01,x,narrative,ai_infra,23,23
2026-02-01,x,narrative,consumer,9,9
2026-02-01,x,narrative,crypto,29,29
2026-02-01,x,narrative,ev,15,15
2026-02-01,x,narrative,fintech,7,7
2026-02-01,x,narrative,media,2,2
2026-02-01,x,narrative,semis,34,34
2026-02-01,x,narrative,software,6,6
2026-02-02,x,horizon,180D,55,55
2026-02-02,x,horizon,1D,237,237
2026-02-02,x,horizon,20D,223,223
2026-02-02,x,horizon,5D,238,238
2026-02-02,x,horizon,60D,142,142
2026-02-02,x,horizon,90D,129,129
2026-02-02,x,investor_type,flow_momentum,124,124
2026-02-02,x,investor_type,fundamental,85,85
2026-02-02,x,investor_type,mixed,3,3
2026-02-02,x,investor_type,technical,69,69
2026-02-02,x,narrative,ai_infra,23,23
2026-02-02,x,narrative,consumer,9,9
2026-02-02,x,narrative,crypto,29,29
2026-02-02,x,narrative,ev,15,15
2026-02-02,x,narrative,fintech,7,7
2026-02-02,x,narrative,media,2,2
2026-02-02,x,narrative,semis,34,34
2026-02-02,x,narrative,software,6,6
2026-02-03,x,horizon,180D,56,56
2026-02-03,x,horizon,1D,237,237
2026-02-03,x,horizon,20D,227,227
2026-02-03,x,horizon,5D,241,241
2026-02-03,x,horizon,60D,144,144
2026-02-03,x,horizon,90D,132,132
2026-02-03,x,investor_type,flow_momentum,128,128
2026-02-03,x,investor_type,fundamental,87,87
2026-02-03,x,investor_type,mixed,3,3
2026-02-03,x,investor_type,technical,71,71
2026-02-03,x,narrative,ai_infra,23,23
2026-02-03,x,narrative,consumer,10,10
2026-02-03,x,narrative,crypto,29,29
2026-02-03,x,narrative,ev,15,15
2026-02-03,x,narrative,fintech,7,7
2026-02-03,x,narrative,media,2,2
2026-02-03,x,narrative,semis,34,34
2026-02-03,x,narrative,software,6,6
2026-02-04,x,horizon,180D,56,56
2026-02-04,x,horizon,1D,235,235
2026-02-04,x,horizon,20D,230,230
2026-02-04,x,horizon,5D,243,243
2026-02-04,x,horizon,60D,148,148
2026-02-04,x,horizon,90D,134,134
2026-02-04,x,investor_type,flow_momentum,127,127
2026-02-04,x,investor_type,fundamental,88,88
2026-02-04,x,investor_type,mixed,3,3
2026-02-04,x,investor_type,technical,71,71
2026-02-04,x,narrative,ai_infra,23,23
2026-02-04,x,narrative,consumer,10,10
2026-02-04,x,narrative,crypto,29,29
2026-02-04,x,narrative,ev,15,15
2026-02-04,x,narrative,fintech,7,7
2026-02-04,x,narrative,media,2,2
2026-02-04,x,narrative,semis,34,34
2026-02-04,x,narrative,software,6,6
2026-02-05,x,horizon,180D,56,56
2026-02-05,x,horizon,1D,235,235
2026-02-05,x,horizon,20D,232,232
2026-02-05,x,horizon,5D,243,243
2026-02-05,x,horizon,60D,150,150
2026-02-05,x,horizon,90D,135,135
2026-02-05,x,investor_type,flow_momentum,128,128
2026-02-05,x,investor_type,fundamental,88,88
2026-02-05,x,investor_type,mixed,3,3
2026-02-05,x,investor_type,technical,72,72
2026-02-05,x,narrative,ai_infra,24,24
2026-02-05,x,narrative,consumer,10,10
2026-02-05,x,narrative,crypto,29,29
2026-02-05,x,narrative,ev,15,15
2026-02-05,x,narrative,fintech,8,8
2026-02-05,x,narrative,media,2,2
2026-02-05,x,narrative,semis,34,34
2026-02-05,x,narrative,software,6,6
2026-02-06,x,horizon,180D,58,58
2026-02-06,x,horizon,1D,239,239
2026-02-06,x,horizon,20D,233,233
2026-02-06,x,horizon,5D,248,248
2026-02-06,x,horizon,60D,152,152
2026-02-06,x,horizon,90D,140,140
2026-02-06,x,investor_type,flow_momentum,130,130
2026-02-06,x,investor_type,fundamental,88,88
2026-02-06,x,investor_type,mixed,3,3
2026-02-06,x,investor_type,technical,73,73
2026-02-06,x,narrative,ai_infra,24,24
2026-02-06,x,narrative,consumer,10,10
2026-02-06,x,narrative,crypto,29,29
2026-02-06,x,narrative,ev,15,15
2026-02-06,x,narrative,fintech,9,9
2026-02-06,x,narrative,media,2,2
2026-02-06,x,narrative,semis,35,35
2026-02-06,x,narrative,software,6,6
2026-02-07,x,horizon,180D,61,61
2026-02-07,x,horizon,1D,239,239
2026-02-07,x,horizon,20D,235,235
2026-02-07,x,horizon,5D,253,253
2026-02-07,x,horizon,60D,156,156
2026-02-07,x,horizon,90D,142,142
2026-02-07,x,investor_type,flow_momentum,135,135
2026-02-07,x,investor_type,fundamental,92,92
2026-02-07,x,investor_type,mixed,3,3
2026-02-07,x,investor_type,technical,74,74
2026-02-07,x,narrative,ai_infra,24,24
2026-02-07,x,narrative,consumer,10,10
2026-02-07,x,narrative,crypto,29,29
2026-02-07,x,narrative,ev,15,15
2026-02-07,x,narrative,fintech,9,9
2026-02-07,x,narrative,media,2,2
2026-02-07,x,narrative,semis,35,35
2026-02-07,x,narrative,software,6,6
2026-02-08,x,horizon,180D,61,61
2026-02-08,x,horizon,1D,239,239
2026-02-08,x,horizon,20D,235,235
2026-02-08,x,horizon,5D,253,253
2026-02-08,x,horizon,60D,156,156
2026-02-08,x,horizon,90D,142,142
2026-02-08,x,investor_type,flow_momentum,135,135
2026-02-08,x,investor_type,fundamental,92,92
2026-02-08,x,investor_type,mixed,3,3
2026-02-08,x,investor_type,technical,74,74
2026-02-08,x,narrative,ai_infra,24,24
2026-02-08,x,narrative,consumer,10,10
2026-02-08,x,narrative,crypto,29,29
2026-02-08,x,narrative,ev,15,15
2026-02-08,x,narrative,fintech,9,9
2026-02-08,x,narrative,media,2,2
2026-02-08,x,narrative,semis,35,35
2026-02-08,x,narrative,software,6,6
2026-02-09,x,horizon,180D,61,61
2026-02-09,x,horizon,1D,239,239
2026-02-09,x,horizon,20D,235,235
2026-02-09,x,horizon,5D,253,253
2026-02-09,x,horizon,60D,156,156
2026-02-09,x,horizon,90D,142,142
2026-02-09,x,investor_type,flow_momentum,135,135
2026-02-09,x,investor_type,fundamental,92,92
2026-02-09,x,investor_type,mixed,3,3
2026-02-09,x,investor_type,technical,74,74
2026-02-09,x,narrative,ai_infra,24,24
2026-02-09,x,narrative,consumer,10,10
2026-02-09,x,narrative,crypto,29,29
2026-02-09,x,narrative,ev,15,15
2026-02-09,x,narrative,fintech,9,9
2026-02-09,x,narrative,media,2,2
2026-02-09,x,narrative,semis,35,35
2026-02-09,x,narrative,software,6,6
2026-02-10,x,horizon,180D,61,61
2026-02-10,x,horizon,1D,239,239
2026-02-10,x,horizon,20D,238,238
2026-02-10,x,horizon,5D,255,255
2026-02-10,x,horizon,60D,160,160
2026-02-10,x,horizon,90D,143,143
2026-02-10,x,investor_type,flow_momentum,136,136
2026-02-10,x,investor_type,fundamental,92,92
2026-02-10,x,investor_type,mixed,3,3
2026-02-10,x,investor_type,technical,76,76
2026-02-10,x,narrative,ai_infra,24,24
2026-02-10,x,narrative,consumer,10,10
2026-02-10,x,narrative,crypto,29,29
2026-02-10,x,narrative,ev,15,15
2026-02-10,x,narrative,fintech,9,9
2026-02-10,x,narrative,media,2,2
2026-02-10,x,narrative,semis,35,35
2026-02-10,x,narrative,software,6,6
2026-02-11,x,horizon,180D,61,61
2026-02-11,x,horizon,1D,242,242
2026-02-11,x,horizon,20D,240,240
2026-02-11,x,horizon,5D,254,254
2026-02-11,x,horizon,60D,161,161
2026-02-11,x,horizon,90D,143,143
2026-02-11,x,investor_type,flow_momentum,136,136
2026-02-11,x,investor_type,fundamental,94,94
2026-02-11,x,investor_type,mixed,3,3
2026-02-11,x,investor_type,technical,78,78
2026-02-11,x,narrative,ai_infra,24,24
2026-02-11,x,narrative,consumer,10,10
2026-02-11,x,narrative,crypto,29,29
2026-02-11,x,narrative,ev,15,15
2026-02-11,x,narrative,fintech,9,9
2026-02-11,x,narrative,media,2,2
2026-02-11,x,narrative,semis,35,35
2026-02-11,x,narrative,software,7,7
2026-02-12,x,horizon,180D,61,61
2026-02-12,x,horizon,1D,244,244
2026-02-12,x,horizon,20D,243,243
2026-02-12,x,horizon,5D,257,257
2026-02-12,x,horizon,60D,162,162
2026-02-12,x,horizon,90D,144,144
2026-02-12,x,investor_type,flow_momentum,140,140
2026-02-12,x,investor_type,fundamental,93,93
2026-02-12,x,investor_type,mixed,3,3
2026-02-12,x,investor_type,technical,78,78
2026-02-12,x,narrative,ai_infra,24,24
2026-02-12,x,narrative,consumer,10,10
2026-02-12,x,narrative,crypto,29,29
2026-02-12,x,narrative,ev,15,15
2026-02-12,x,narrative,fintech,10,10
2026-02-12,x,narrative,media,2,2
2026-02-12,x,narrative,semis,35,35
2026-02-12,x,narrative,software,7,7
2026-02-13,x,horizon,180D,61,61
2026-02-13,x,horizon,1D,245,245
2026-02-13,x,horizon,20D,244,244
2026-02-13,x,horizon,5D,260,260
2026-02-13,x,horizon,60D,163,163
2026-02-13,x,horizon,90D,145,145
2026-02-13,x,investor_type,flow_momentum,142,142
2026-02-13,x,investor_type,fundamental,94,94
2026-02-13,x,investor_type,mixed,3,3
2026-02-13,x,investor_type,technical,78,78
2026-02-13,x,narrative,ai_infra,24,24
2026-02-13,x,narrative,consumer,11,11
2026-02-13,x,narrative,crypto,29,29
2026-02-13,x,narrative,ev,15,15
2026-02-13,x,narrative,fintech,11,11
2026-02-13,x,narrative,media,2,2
2026-02-13,x,narrative,semis,35,35
2026-02-13,x,narrative,software,7,7
2026-02-14,x,horizon,180D,61,61
2026-02-14,x,horizon,1D,247,247
2026-02-14,x,horizon,20D,244,244
2026-02-14,x,horizon,5D,259,259
2026-02-14,x,horizon,60D,169,169
2026-02-14,x,horizon,90D,149,149
2026-02-14,x,investor_type,flow_momentum,142,142
2026-02-14,x,investor_type,fundamental,95,95
2026-02-14,x,investor_type,mixed,4,4
2026-02-14,x,investor_type,technical,78,78
2026-02-14,x,narrative,ai_infra,24,24
2026-02-14,x,narrative,consumer,11,11
2026-02-14,x,narrative,crypto,29,29
2026-02-14,x,narrative,ev,15,15
2026-02-14,x,narrative,fintech,11,11
2026-02-14,x,narrative,media,2,2
2026-02-14,x,narrative,semis,35,35
2026-02-14,x,narrative,software,7,7
2026-02-15,x,horizon,180D,61,61
2026-02-15,x,horizon,1D,247,247
2026-02-15,x,horizon,20D,244,244
2026-02-15,x,horizon,5D,259,259
2026-02-15,x,horizon,60D,169,169
2026-02-15,x,horizon,90D,149,149
2026-02-15,x,investor_type,flow_momentum,142,142
2026-02-15,x,investor_type,fundamental,95,95
2026-02-15,x,investor_type,mixed,4,4
2026-02-15,x,investor_type,technical,78,78
2026-02-15,x,narrative,ai_infra,24,24
2026-02-15,x,narrative,consumer,11,11
2026-02-15,x,narrative,crypto,29,29
2026-02-15,x,narrative,ev,15,15
2026-02-15,x,narrative,fintech,11,11
2026-02-15,x,narrative,media,2,2
2026-02-15,x,narrative,semis,35,35
2026-02-15,x,narrative,software,7,7
2026-02-16,x,horizon,180D,61,61
2026-02-16,x,horizon,1D,247,247
2026-02-16,x,horizon,20D,244,244
2026-02-16,x,horizon,5D,259,259
2026-02-16,x,horizon,60D,169,169
2026-02-16,x,horizon,90D,149,149
2026-02-16,x,investor_type,flow_momentum,142,142
2026-02-16,x,investor_type,fundamental,95,95
2026-02-16,x,investor_type,mixed,4,4
2026-02-16,x,investor_type,technical,78,78
2026-02-16,x,narrative,ai_infra,24,24
2026-02-16,x,narrative,consumer,11,11
