asof_day,source,segment_type,segment_key,population,ranked_rows
2025-10-24,x,investor_type,fundamental,30,30
2025-10-24,x,investor_type,mixed,1,1
2025-10-24,x,investor_type,technical,23,23
2025-10-24,x,narrative,ai_infra,7,7
2025-10-24,x,narrative,consumer,6,6
2025-10-24,x,narrative,crypto,8,8
2025-10-24,x,narrative,ev,7,7
2025-10-24,x,narrative,fintech,2,2
2025-10-24,x,narrative,media,1,1
2025-10-24,x,narrative,semis,12,12
2025-10-24,x,narrative,software,1,1
2025-10-25,x,horizon,180D,20,20
2025-10-25,x,horizon,1D,109,109
2025-10-25,x,horizon,20D,76,76
2025-10-25,x,horizon,5D,97,97
2025-10-25,x,horizon,60D,29,29
2025-10-25,x,horizon,90D,20,20
2025-10-25,x,investor_type,flow_momentum,52,52
2025-10-25,x,investor_type,fundamental,30,30
2025-10-25,x,investor_type,mixed,1,1
2025-10-25,x,investor_type,technical,23,23
2025-10-25,x,narrative,ai_infra,7,7
2025-10-25,x,narrative,consumer,6,6
2025-10-25,x,narrative,crypto,8,8
2025-10-25,x,narrative,ev,7,7
2025-10-25,x,narrative,fintech,2,2
2025-10-25,x,narrative,media,2,2
2025-10-25,x,narrative,semis,12,12
2025-10-25,x,narrative,software,1,1
2025-10-26,x,horizon,180D,20,20
2025-10-26,x,horizon,1D,109,109
2025-10-26,x,horizon,20D,76,76
2025-10-26,x,horizon,5D,97,97
2025-10-26,x,horizon,60D,29,29
2025-10-26,x,horizon,90D,20,20
2025-10-26,x,investor_type,flow_momentum,52,52
2025-10-26,x,investor_type,fundamental,30,30
2025-10-26,x,investor_type,mixed,1,1
2025-10-26,x,investor_type,technical,23,23
2025-10-26,x,narrative,ai_infra,7,7
2025-10-26,x,narrative,consumer,6,6
2025-10-26,x,narrative,crypto,8,8
2025-10-26,x,narrative,ev,7,7
2025-10-26,x,narrative,fintech,2,2
2025-10-26,x,narrative,media,2,2
2025-10-26,x,narrative,semis,12,12
2025-10-26,x,narrative,software,1,1
2025-10-27,x,horizon,180D,20,20
2025-10-27,x,horizon,1D,109,109
2025-10-27,x,horizon,20D,76,76
2025-10-27,x,horizon,5D,97,97
2025-10-27,x,horizon,60D,29,29
2025-10-27,x,horizon,90D,20,20
2025-10-27,x,investor_type,flow_momentum,52,52
2025-10-27,x,investor_type,fundamental,30,30
2025-10-27,x,investor_type,mixed,1,1
2025-10-27,x,investor_type,technical,23,23
2025-10-27,x,narrative,ai_infra,7,7
2025-10-27,x,narrative,consumer,6,6
2025-10-27,x,narrative,crypto,8,8
2025-10-27,x,narrative,ev,7,7
2025-10-27,x,narrative,fintech,2,2
2025-10-27,x,narrative,media,2,2
2025-10-27,x,narrative,semis,12,12
2025-10-27,x,narrative,software,1,1
2025-10-28,x,horizon,180D,21,21
2025-10-28,x,horizon,1D,109,109
2025-10-28,x,horizon,20D,79,79
2025-10-28,x,horizon,5D,100,100
2025-10-28,x,horizon,60D,31,31
2025-10-28,x,horizon,90D,21,21
2025-10-28,x,investor_type,flow_momentum,53,53
2025-10-28,x,investor_type,fundamental,34,34
2025-10-28,x,investor_type,mixed,1,1
2025-10-28,x,investor_type,technical,23,23
2025-10-28,x,narrative,ai_infra,7,7
2025-10-28,x,narrative,consumer,6,6
2025-10-28,x,narrative,crypto,9,9
2025-10-28,x,narrative,ev,7,7
2025-10-28,x,narrative,fintech,2,2
2025-10-28,x,narrative,media,2,2
2025-10-28,x,narrative,semis,13,13
2025-10-28,x,narrative,software,1,1
2025-10-29,x,horizon,180D,21,21
2025-10-29,x,horizon,1D,107,107
2025-10-29,x,horizon,20D,81,81
2025-10-29,x,horizon,5D,103,103
2025-10-29,x,horizon,60D,35,35
2025-10-29,x,horizon,90D,21,21
2025-10-29,x,investor_type,flow_momentum,54,54
2025-10-29,x,investor_type,fundamental,34,34
2025-10-29,x,investor_type,mixed,1,1
2025-10-29,x,investor_type,technical,24,24
2025-10-29,x,narrative,ai_infra,8,8
2025-10-29,x,narrative,consumer,6,6
2025-10-29,x,narrative,crypto,10,10
2025-10-29,x,narrative,ev,7,7
2025-10-29,x,narrative,fintech,2,2
2025-10-29,x,narrative,media,2,2
2025-10-29,x,narrative,semis,13,13
2025-10-29,x,narrative,software,1,1
2025-10-30,x,horizon,180D,22,22
2025-10-30,x,horizon,1D,110,110
2025-10-30,x,horizon,20D,82,82
2025-10-30,x,horizon,5D,106,106
2025-10-30,x,horizon,60D,35,35
2025-10-30,x,horizon,90D,22,22
2025-10-30,x,investor_type,flow_momentum,56,56
2025-10-30,x,investor_type,fundamental,35,35
2025-10-30,x,investor_type,mixed,1,1
2025-10-30,x,investor_type,technical,26,26
2025-10-30,x,narrative,ai_infra,9,9
2025-10-30,x,narrative,consumer,6,6
2025-10-30,x,narrative,crypto,10,10
2025-10-30,x,narrative,ev,7,7
2025-10-30,x,narrative,fintech,3,3
2025-10-30,x,narrative,media,2,2
2025-10-30,x,narrative,semis,13,13
2025-10-30,x,narrative,software,1,1
2025-10-31,x,horizon,180D,23,23
2025-10-31,x,horizon,1D,113,113
2025-10-31,x,horizon,20D,82,82
2025-10-31,x,horizon,5D,107,107
2025-10-31,x,horizon,60D,39,39
2025-10-31,x,horizon,90D,23,23
2025-10-31,x,investor_type,flow_momentum,56,56
2025-10-31,x,investor_type,fundamental,37,37
2025-10-31,x,investor_type,mixed,1,1
2025-10-31,x,investor_type,technical,27,27
2025-10-31,x,narrative,ai_infra,9,9
2025-10-31,x,narrative,consumer,6,6
2025-10-31,x,narrative,crypto,10,10
2025-10-31,x,narrative,ev,7,7
2025-10-31,x,narrative,fintech,3,3
2025-10-31,x,narrative,media,2,2
2025-10-31,x,narrative,semis,13,13
2025-10-31,x,narrative,software,1,1
2025-11-01,x,horizon,180D,24,24
2025-11-01,x,horizon,1D,114,114
2025-11-01,x,horizon,20D,83,83
2025-11-01,x,horizon,5D,107,107
2025-11-01,x,horizon,60D,40,40
2025-11-01,x,horizon,90D,24,24
2025-11-01,x,investor_type,flow_momentum,57,57
2025-11-01,x,investor_type,fundamental,38,38
2025-11-01,x,investor_type,mixed,1,1
2025-11-01,x,investor_type,technical,27,27
2025-11-01,x,narrative,ai_infra,9,9
2025-11-01,x,narrative,consumer,6,6
2025-11-01,x,narrative,crypto,11,11
2025-11-01,x,narrative,ev,7,7
2025-11-01,x,narrative,fintech,3,3
2025-11-01,x,narrative,media,2,2
2025-11-01,x,narrative,semis,13,13
2025-11-01,x,narrative,software,2,2
2025-11-02,x,horizon,180D,24,24
2025-11-02,x,horizon,1D,114,114
2025-11-02,x,horizon,20D,83,83
2025-11-02,x,horizon,5D,107,107
2025-11-02,x,horizon,60D,40,40
2025-11-02,x,horizon,90D,24,24
2025-11-02,x,investor_type,flow_momentum,57,57
2025-11-02,x,investor_type,fundamental,38,38
2025-11-02,x,investor_type,mixed,1,1
2025-11-02,x,investor_type,technical,27,27
2025-11-02,x,narrative,ai_infra,9,9
2025-11-02,x,narrative,consumer,6,6
2025-11-02,x,narrative,crypto,11,11
2025-11-02,x,narrative,ev,7,7
2025-11-02,x,narrative,fintech,3,3
2025-11-02,x,narrative,media,2,2
2025-11-02,x,narrative,semis,13,13
2025-11-02,x,narrative,software,2,2
2025-11-03,x,horizon,180D,24,24
2025-11-03,x,horizon,1D,114,114
2025-11-03,x,horizon,20D,83,83
2025-11-03,x,horizon,5D,107,107
2025-11-03,x,horizon,60D,40,40
2025-11-03,x,horizon,90D,24,24
2025-11-03,x,investor_type,flow_momentum,57,57
2025-11-03,x,investor_type,fundamental,38,38
2025-11-03,x,investor_type,mixed,1,1
2025-11-03,x,investor_type,technical,27,27
2025-11-03,x,narrative,ai_infra,9,9
2025-11-03,x,narrative,consumer,6,6
2025-11-03,x,narrative,crypto,11,11
2025-11-03,x,narrative,ev,7,7
2025-11-03,x,narrative,fintech,3,3
2025-11-03,x,narrative,media,2,2
2025-11-03,x,narrative,semis,13,13
2025-11-03,x,narrative,software,2,2
2025-11-04,x,horizon,180D,25,25
2025-11-04,x,horizon,1D,116,116
2025-11-04,x,horizon,20D,84,84
2025-11-04,x,horizon,5D,112,112
2025-11-04,x,horizon,60D,41,41
2025-11-04,x,horizon,90D,25,25
2025-11-04,x,investor_type,flow_momentum,59,59
2025-11-04,x,investor_type,fundamental,39,39
2025-11-04,x,investor_type,mixed,1,1
2025-11-04,x,investor_type,technical,27,27
2025-11-04,x,narrative,ai_infra,10,10
2025-11-04,x,narrative,consumer,6,6
2025-11-04,x,narrative,crypto,13,13
2025-11-04,x,narrative,ev,7,7
2025-11-04,x,narrative,fintech,5,5
2025-11-04,x,narrative,media,2,2
2025-11-04,x,narrative,semis,13,13
2025-11-04,x,narrative,software,3,3
2025-11-05,x,horizon,180D,26,26
2025-11-05,x,horizon,1D,119,119
2025-11-05,x,horizon,20D,85,85
2025-11-05,x,horizon,5D,115,115
2025-11-05,x,horizon,60D,42,42
2025-11-05,x,horizon,90D,26,26
2025-11-05,x,investor_type,flow_momentum,61,61
2025-11-05,x,investor_type,fundamental,39,39
2025-11-05,x,investor_type,mixed,1,1
2025-11-05,x,investor_type,technical,28,28
2025-11-05,x,narrative,ai_infra,11,11
2025-11-05,x,narrative,consumer,6,6
2025-11-05,x,narrative,crypto,13,13
2025-11-05,x,narrative,ev,7,7
2025-11-05,x,narrative,fintech,5,5
2025-11-05,x,narrative,media,2,2
2025-11-05,x,narrative,semis,13,13
2025-11-05,x,narrative,software,3,3
2025-11-06,x,horizon,180D,27,27
2025-11-06,x,horizon,1D,122,122
2025-11-06,x,horizon,20D,87,87
2025-11-06,x,horizon,5D,116,116
2025-11-06,x,horizon,60D,44,44
2025-11-06,x,horizon,90D,27,27
2025-11-06,x,investor_type,flow_momentum,62,62
2025-11-06,x,investor_type,fundamental,39,39
2025-11-06,x,investor_type,mixed,1,1
2025-11-06,x,investor_type,technical,28,28
2025-11-06,x,narrative,ai_infra,11,11
2025-11-06,x,narrative,consumer,6,6
2025-11-06,x,narrative,crypto,13,13
2025-11-06,x,narrative,ev,7,7
2025-11-06,x,narrative,fintech,5,5
2025-11-06,x,narrative,media,2,2
2025-11-06,x,narrative,semis,13,13
2025-11-06,x,narrative,software,3,3
2025-11-07,x,horizon,180D,28,28
2025-11-07,x,horizon,1D,125,125
2025-11-07,x,horizon,20D,91,91
2025-11-07,x,horizon,5D,120,120
2025-11-07,x,horizon,60D,45,45
2025-11-07,x,horizon,90D,28,28
2025-11-07,x,investor_type,flow_momentum,65,65
2025-11-07,x,investor_type,fundamental,40,40
2025-11-07,x,investor_type,mixed,1,1
2025-11-07,x,investor_type,technical,28,28
2025-11-07,x,narrative,ai_infra,11,11
2025-11-07,x,narrative,consumer,6,6
2025-11-07,x,narrative,crypto,13,13
2025-11-07,x,narrative,ev,7,7
2025-11-07,x,narrative,fintech,5,5
2025-11-07,x,narrative,media,2,2
2025-11-07,x,narrative,semis,13,13
2025-11-07,x,narrative,software,3,3
2025-11-08,x,horizon,180D,28,28
2025-11-08,x,horizon,1D,125,125
2025-11-08,x,horizon,20D,91,91
2025-11-08,x,horizon,5D,119,119
2025-11-08,x,horizon,60D,45,45
2025-11-08,x,horizon,90D,30,30
2025-11-08,x,investor_type,flow_momentum,67,67
2025-11-08,x,investor_type,fundamental,40,40
2025-11-08,x,investor_type,mixed,1,1
2025-11-08,x,investor_type,technical,28,28
2025-11-08,x,narrative,ai_infra,11,11
2025-11-08,x,narrative,consumer,7,7
2025-11-08,x,narrative,crypto,13,13
2025-11-08,x,narrative,ev,7,7
2025-11-08,x,narrative,fintech,5,5
2025-11-08,x,narrative,media,2,2
2025-11-08,x,narrative,semis,14,14
2025-11-08,x,narrative,software,3,3
2025-11-09,x,horizon,180D,28,28
2025-11-09,x,horizon,1D,125,125
2025-11-09,x,horizon,20D,91,91
2025-11-09,x,horizon,5D,119,119
2025-11-09,x,horizon,60D,45,45
2025-11-09,x,horizon,90D,30,30
2025-11-09,x,investor_type,flow_momentum,67,67
2025-11-09,x,investor_type,fundamental,40,40
2025-11-09,x,investor_type,mixed,1,1
2025-11-09,x,investor_type,technical,28,28
2025-11-09,x,narrative,ai_infra,11,11
2025-11-09,x,narrative,consumer,7,7
2025-11-09,x,narrative,crypto,13,13
2025-11-09,x,narrative,ev,7,7
2025-11-09,x,narrative,fintech,5,5
2025-11-09,x,narrative,media,2,2
2025-11-09,x,narrative,semis,14,14
2025-11-09,x,narrative,software,3,3
2025-11-10,x,horizon,180D,28,28
2025-11-10,x,horizon,1D,125,125
2025-11-10,x,horizon,20D,91,91
2025-11-10,x,horizon,5D,119,119
2025-11-10,x,horizon,60D,45,45
2025-11-10,x,horizon,90D,30,30
2025-11-10,x,investor_type,flow_momentum,67,67
2025-11-10,x,investor_type,fundamental,40,40
2025-11-10,x,investor_type,mixed,1,1
2025-11-10,x,investor_type,technical,28,28
2025-11-10,x,narrative,ai_infra,11,11
2025-11-10,x,narrative,consumer,7,7
2025-11-10,x,narrative,crypto,13,13
2025-11-10,x,narrative,ev,7,7
2025-11-10,x,narrative,fintech,5,5
2025-11-10,x,narrative,media,2,2
2025-11-10,x,narrative,semis,14,14
2025-11-10,x,narrative,software,3,3
2025-11-11,x,horizon,180D,29,29
2025-11-11,x,horizon,1D,125,125
2025-11-11,x,horizon,20D,96,96
2025-11-11,x,horizon,5D,122,122
2025-11-11,x,horizon,60D,47,47
2025-11-11,x,horizon,90D,31,31
2025-11-11,x,investor_type,flow_momentum,67,67
2025-11-11,x,investor_type,fundamental,42,42
2025-11-11,x,investor_type,mixed,1,1
2025-11-11,x,investor_type,technical,30,30
2025-11-11,x,narrative,ai_infra,11,11
2025-11-11,x,narrative,consumer,7,7
2025-11-11,x,narrative,crypto,13,13
2025-11-11,x,narrative,ev,7,7
2025-11-11,x,narrative,fintech,5,5
2025-11-11,x,narrative,media,2,2
2025-11-11,x,narrative,semis,14,14
2025-11-11,x,narrative,software,3,3
2025-11-12,x,horizon,180D,29,29
2025-11-12,x,horizon,1D,127,127
2025-11-12,x,horizon,20D,100,100
2025-11-12,x,horizon,5D,123,123
2025-11-12,x,horizon,60D,48,48
2025-11-12,x,horizon,90D,32,32
2025-11-12,x,investor_type,flow_momentum,67,67
2025-11-12,x,investor_type,fundamental,45,45
2025-11-12,x,investor_type,mixed,1,1
2025-11-12,x,investor_type,technical,32,32
2025-11-12,x,narrative,ai_infra,11,11
2025-11-12,x,narrative,consumer,7,7
2025-11-12,x,narrative,crypto,13,13
2025-11-12,x,narrative,ev,7,7
2025-11-12,x,narrative,fintech,5,5
2025-11-12,x,narrative,media,2,2
2025-11-12,x,narrative,semis,14,14
2025-11-12,x,narrative,software,3,3
2025-11-13,x,horizon,180D,29,29
2025-11-13,x,horizon,1D,128,128
2025-11-13,x,horizon,20D,100,100
2025-11-13,x,horizon,5D,125,125
2025-11-13,x,horizon,60D,48,48
2025-11-13,x,horizon,90D,34,34
2025-11-13,x,investor_type,flow_momentum,68,68
2025-11-13,x,investor_type,fundamental,46,46
2025-11-13,x,investor_type,mixed,1,1
2025-11-13,x,investor_type,technical,34,34
2025-11-13,x,narrative,ai_infra,11,11
2025-11-13,x,narrative,consumer,7,7
2025-11-13,x,narrative,crypto,13,13
2025-11-13,x,narrative,ev,7,7
2025-11-13,x,narrative,fintech,5,5
2025-11-13,x,narrative,media,2,2
2025-11-13,x,narrative,semis,14,14
2025-11-13,x,narrative,software,3,3
2025-11-14,x,horizon,180D,29,29
2025-11-14,x,horizon,1D,130,130
2025-11-14,x,horizon,20D,98,98
2025-11-14,x,horizon,5D,129,129
2025-11-14,x,horizon,60D,49,49
2025-11-14,x,horizon,90D,34,34
2025-11-14,x,investor_type,flow_momentum,68,68
2025-11-14,x,investor_type,fundamental,47,47
2025-11-14,x,investor_type,mixed,1,1
2025-11-14,x,investor_type,technical,34,34
2025-11-14,x,narrative,ai_infra,11,11
2025-11-14,x,narrative,consumer,7,7
2025-11-14,x,narrative,crypto,13,13
2025-11-14,x,narrative,ev,7,7
2025-11-14,x,narrative,fintech,5,5
2025-11-14,x,narrative,media,2,2
2025-11-14,x,narrative,semis,15,15
2025-11-14,x,narrative,software,3,3
2025-11-15,x,horizon,180D,30,30
2025-11-15,x,horizon,1D,134,134
2025-11-15,x,horizon,20D,99,99
2025-11-15,x,horizon,5D,131,131
2025-11-15,x,horizon,60D,52,52
2025-11-15,x,horizon,90D,35,35
2025-11-15,x,investor_type,flow_momentum,70,70
2025-11-15,x,investor_type,fundamental,47,47
2025-11-15,x,investor_type,mixed,1,1
2025-11-15,x,investor_type,technical,35,35
2025-11-15,x,narrative,ai_infra,11,11
2025-11-15,x,narrative,consumer,7,7
2025-11-15,x,narrative,crypto,13,13
2025-11-15,x,narrative,ev,7,7
2025-11-15,x,narrative,fintech,5,5
2025-11-15,x,narrative,media,2,2
2025-11-15,x,narrative,semis,15,15
2025-11-15,x,narrative,software,3,3
2025-11-16,x,horizon,180D,30,30
2025-11-16,x,horizon,1D,134,134
2025-11-16,x,horizon,20D,99,99
2025-11-16,x,horizon,5D,131,131
2025-11-16,x,horizon,60D,52,52
2025-11-16,x,horizon,90D,35,35
2025-11-16,x,investor_type,flow_momentum,70,70
2025-11-16,x,investor_type,fundamental,47,47
2025-11-16,x,investor_type,mixed,1,1
2025-11-16,x,investor_type,technical,35,35
2025-11-16,x,narrative,ai_infra,11,11
2025-11-16,x,narrative,consumer,7,7
2025-11-16,x,narrative,crypto,13,13
2025-11-16,x,narrative,ev,7,7
2025-11-16,x,narrative,fintech,5,5
2025-11-16,x,narrative,media,2,2
2025-11-16,x,narrative,semis,15,15
2025-11-16,x,narrative,software,3,3
2025-11-17,x,horizon,180D,30,30
2025-11-17,x,horizon,1D,134,134
2025-11-17,x,horizon,20D,99,99
2025-11-17,x,horizon,5D,131,131
2025-11-17,x,horizon,60D,52,52
2025-11-17,x,horizon,90D,35,35
2025-11-17,x,investor_type,flow_momentum,70,70
2025-11-17,x,investor_type,fundamental,47,47
2025-11-17,x,investor_type,mixed,1,1
2025-11-17,x,investor_type,technical,35,35
2025-11-17,x,narrative,ai_infra,11,11
2025-11-17,x,narrative,consumer,7,7
2025-11-17,x,narrative,crypto,13,13
2025-11-17,x,narrative,ev,7,7
2025-11-17,x,narrative,fintech,5,5
2025-11-17,x,narrative,media,2,2
2025-11-17,x,narrative,semis,15,15
2025-11-17,x,narrative,software,3,3
2025-11-18,x,horizon,180D,30,30
2025-11-18,x,horizon,1D,137,137
2025-11-18,x,horizon,20D,103,103
2025-11-18,x,horizon,5D,135,135
2025-11-18,x,horizon,60D,53,53
2025-11-18,x,horizon,90D,36,36
2025-11-18,x,investor_type,flow_momentum,72,72
2025-11-18,x,investor_type,fundamental,51,51
2025-11-18,x,investor_type,mixed,1,1
2025-11-18,x,investor_type,technical,34,34
2025-11-18,x,narrative,ai_infra,11,11
2025-11-18,x,narrative,consumer,7,7
2025-11-18,x,narrative,crypto,14,14
2025-11-18,x,narrative,ev,8,8
2025-11-18,x,narrative,fintech,5,5
2025-11-18,x,narrative,media,2,2
2025-11-18,x,narrative,semis,15,15
2025-11-18,x,narrative,software,3,3
2025-11-19,x,horizon,180D,30,30
2025-11-19,x,horizon,1D,140,140
2025-11-19,x,horizon,20D,106,106
2025-11-19,x,horizon,5D,136,136
2025-11-19,x,horizon,60D,53,53
2025-11-19,x,horizon,90D,40,40
2025-11-19,x,investor_type,flow_momentum,75,75
2025-11-19,x,investor_type,fundamental,51,51
2025-11-19,x,investor_type,mixed,1,1
2025-11-19,x,investor_type,technical,35,35
2025-11-19,x,narrative,ai_infra,12,12
2025-11-19,x,narrative,consumer,7,7
2025-11-19,x,narrative,crypto,15,15
2025-11-19,x,narrative,ev,8,8
2025-11-19,x,narrative,fintech,5,5
2025-11-19,x,narrative,media,2,2
2025-11-19,x,narrative,semis,15,15
2025-11-19,x,narrative,software,3,3
2025-11-20,x,horizon,180D,30,30
2025-11-20,x,horizon,1D,141,141
2025-11-20,x,horizon,20D,107,107
2025-11-20,x,horizon,5D,139,139
2025-11-20,x,horizon,60D,54,54
2025-11-20,x,horizon,90D,40,40
2025-11-20,x,investor_type,flow_momentum,76,76
2025-11-20,x,investor_type,fundamental,51,51
2025-11-20,x,investor_type,mixed,1,1
2025-11-20,x,investor_type,technical,36,36
2025-11-20,x,narrative,ai_infra,12,12
2025-11-20,x,narrative,consumer,7,7
2025-11-20,x,narrative,crypto,16,16
2025-11-20,x,narrative,ev,8,8
2025-11-20,x,narrative,fintech,5,5
2025-11-20,x,narrative,media,2,2
2025-11-20,x,narrative,semis,15,15
2025-11-20,x,narrative,software,3,3
2025-11-21,x,horizon,180D,31,31
2025-11-21,x,horizon,1D,144,144
2025-11-21,x,horizon,20D,108,108
2025-11-21,x,horizon,5D,141,141
2025-11-21,x,horizon,60D,56,56
2025-11-21,x,horizon,90D,42,42
2025-11-21,x,investor_type,flow_momentum,75,75
2025-11-21,x,investor_type,fundamental,53,53
2025-11-21,x,investor_type,mixed,1,1
2025-11-21,x,investor_type,technical,37,37
2025-11-21,x,narrative,ai_infra,12,12
2025-11-21,x,narrative,consumer,7,7
2025-11-21,x,narrative,crypto,16,16
2025-11-21,x,narrative,ev,9,9
2025-11-21,x,narrative,fintech,5,5
2025-11-21,x,narrative,media,2,2
2025-11-21,x,narrative,semis,18,18
2025-11-21,x,narrative,software,3,3
2025-11-22,x,horizon,180D,32,32
2025-11-22,x,horizon,1D,146,146
2025-11-22,x,horizon,20D,109,109
2025-11-22,x,horizon,5D,145,145
2025-11-22,x,horizon,60D,58,58
2025-11-22,x,horizon,90D,44,44
2025-11-22,x,investor_type,flow_momentum,75,75
2025-11-22,x,investor_type,fundamental,54,54
2025-11-22,x,investor_type,mixed,1,1
2025-11-22,x,investor_type,technical,38,38
2025-11-22,x,narrative,ai_infra,12,12
2025-11-22,x,narrative,consumer,7,7
2025-11-22,x,narrative,crypto,16,16
2025-11-22,x,narrative,ev,9,9
2025-11-22,x,narrative,fintech,5,5
2025-11-22,x,narrative,media,2,2
2025-11-22,x,narrative,semis,19,19
2025-11-22,x,narrative,software,3,3
2025-11-23,x,horizon,180D,32,32
2025-11-23,x,horizon,1D,146,146
2025-11-23,x,horizon,20D,109,109
2025-11-23,x,horizon,5D,145,145
2025-11-23,x,horizon,60D,58,58
2025-11-23,x,horizon,90D,44,44
2025-11-23,x,investor_type,flow_momentum,75,75
2025-11-23,x,investor_type,fundamental,54,54
2025-11-23,x,investor_type,mixed,1,1
2025-11-23,x,investor_type,technical,38,38
2025-11-23,x,narrative,ai_infra,12,12
2025-11-23,x,narrative,consumer,7,7
2025-11-23,x,narrative,crypto,16,16
2025-11-23,x,narrative,ev,9,9
2025-11-23,x,narrative,fintech,5,5
2025-11-23,x,narrative,media,2,2
2025-11-23,x,narrative,semis,19,19
2025-11-23,x,narrative,software,3,3
2025-11-24,x,horizon,180D,32,32
2025-11-24,x,horizon,1D,146,146
2025-11-24,x,horizon,20D,109,109
2025-11-24,x,horizon,5D,145,145
2025-11-24,x,horizon,60D,58,58
2025-11-24,x,horizon,90D,44,44
2025-11-24,x,investor_type,flow_momentum,75,75
2025-11-24,x,investor_type,fundamental,54,54
2025-11-24,x,investor_type,mixed,1,1
2025-11-24,x,investor_type,technical,38,38
2025-11-24,x,narrative,ai_infra,12,12
2025-11-24,x,narrative,consumer,7,7
2025-11-24,x,narrative,crypto,16,16
2025-11-24,x,narrative,ev,9,9
2025-11-24,x,narrative,fintech,5,5
2025-11-24,x,narrative,media,2,2
2025-11-24,x,narrative,semis,19,19
2025-11-24,x,narrative,software,3,3
2025-11-25,x,horizon,180D,35,35
2025-11-25,x,horizon,1D,147,147
2025-11-25,x,horizon,20D,114,114
2025-11-25,x,horizon,5D,147,147
2025-11-25,x,horizon,60D,58,58
2025-11-25,x,horizon,90D,46,46
2025-11-25,x,investor_type,flow_momentum,75,75
2025-11-25,x,investor_type,fundamental,56,56
2025-11-25,x,investor_type,mixed,1,1
2025-11-25,x,investor_type,technical,38,38
2025-11-25,x,narrative,ai_infra,13,13
2025-11-25,x,narrative,consumer,7,7
2025-11-25,x,narrative,crypto,18,18
2025-11-25,x,narrative,ev,9,9
2025-11-25,x,narrative,fintech,5,5
2025-11-25,x,narrative,media,2,2
2025-11-25,x,narrative,semis,21,21
2025-11-25,x,narrative,software,3,3
2025-11-26,x,horizon,180D,36,36
2025-11-26,x,horizon,1D,152,152
2025-11-26,x,horizon,20D,116,116
2025-11-26,x,horizon,5D,148,148
2025-11-26,x,horizon,60D,60,60
2025-11-26,x,horizon,90D,48,48
2025-11-26,x,investor_type,flow_momentum,78,78
2025-11-26,x,investor_type,fundamental,55,55
2025-11-26,x,investor_type,mixed,1,1
2025-11-26,x,investor_type,technical,38,38
2025-11-26,x,narrative,ai_infra,13,13
2025-11-26,x,narrative,consumer,7,7
2025-11-26,x,narrative,crypto,21,21
2025-11-26,x,narrative,ev,9,9
2025-11-26,x,narrative,fintech,5,5
2025-11-26,x,narrative,media,2,2
2025-11-26,x,narrative,semis,21,21
2025-11-26,x,narrative,software,3,3
2025-11-27,x,horizon,180D,36,36
2025-11-27,x,horizon,1D,153,153
2025-11-27,x,horizon,20D,118,118
2025-11-27,x,horizon,5D,148,148
2025-11-27,x,horizon,60D,61,61
2025-11-27,x,horizon,90D,50,50
2025-11-27,x,investor_type,flow_momentum,79,79
2025-11-27,x,investor_type,fundamental,56,56
2025-11-27,x,investor_type,mixed,1,1
2025-11-27,x,investor_type,technical,38,38
2025-11-27,x,narrative,ai_infra,13,13
2025-11-27,x,narrative,consumer,7,7
2025-11-27,x,narrative,crypto,20,20
2025-11-27,x,narrative,ev,9,9
2025-11-27,x,narrative,fintech,5,5
2025-11-27,x,narrative,media,2,2
2025-11-27,x,narrative,semis,21,21
2025-11-27,x,narrative,software,3,3
2025-11-28,x,horizon,180D,36,36
2025-11-28,x,horizon,1D,153,153
2025-11-28,x,horizon,20D,118,118
2025-11-28,x,horizon,5D,148,148
2025-11-28,x,horizon,60D,61,61
2025-11-28,x,horizon,90D,50,50
2025-11-28,x,investor_type,flow_momentum,79,79
2025-11-28,x,investor_type,fundamental,56,56
2025-11-28,x,investor_type,mixed,1,1
2025-11-28,x,investor_type,technical,38,38
2025-11-28,x,narrative,ai_infra,13,13
2025-11-28,x,narrative,consumer,7,7
2025-11-28,x,narrative,crypto,20,20
2025-11-28,x,narrative,ev,9,9
2025-11-28,x,narrative,fintech,5,5
2025-11-28,x,narrative,media,2,2
2025-11-28,x,narrative,semis,21,21
2025-11-28,x,narrative,software,3,3
2025-11-29,x,horizon,180D,36,36
2025-11-29,x,horizon,1D,156,156
2025-11-29,x,horizon,20D,119,119
2025-11-29,x,horizon,5D,149,149
2025-11-29,x,horizon,60D,61,61
2025-11-29,x,horizon,90D,51,51
2025-11-29,x,investor_type,flow_momentum,80,80
2025-11-29,x,investor_type,fundamental,57,57
2025-11-29,x,investor_type,mixed,1,1
2025-11-29,x,investor_type,technical,38,38
2025-11-29,x,narrative,ai_infra,14,14
2025-11-29,x,narrative,consumer,7,7
2025-11-29,x,narrative,crypto,20,20
2025-11-29,x,narrative,ev,9,9
2025-11-29,x,narrative,fintech,5,5
2025-11-29,x,narrative,media,2,2
2025-11-29,x,narrative,semis,22,22
2025-11-29,x,narrative,software,3,3
2025-11-30,x,horizon,180D,36,36
2025-11-30,x,horizon,1D,156,156
2025-11-30,x,horizon,20D,119,119
2025-11-30,x,horizon,5D,149,149
2025-11-30,x,horizon,60D,61,61
2025-11-30,x,horizon,90D,51,51
2025-11-30,x,investor_type,flow_momentum,80,80
2025-11-30,x,investor_type,fundamental,57,57
2025-11-30,x,investor_type,mixed,1,1
2025-11-30,x,investor_type,technical,38,38
2025-11-30,x,narrative,ai_infra,14,14
