source_scope,segment_type,segment_key,window_days,rank_band,outcome_horizon,direction,n_events,raw_hit_rate,excess_hit_rate,excess_hit_ci_low,excess_hit_ci_high,avg_directional_return_pct,median_directional_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,avg_directional_excess_pct,median_directional_excess_pct,excess_payoff_ratio,excess_profit_factor,avg_max_favorable_excess,avg_max_adverse_excess,updated_at
x,horizon,180D,3,top10,90D,bull,2,1.0,1.0,0.34238022750665303,1.0,0.3589981489366737,0.3589981489366737,0.3589981489366737,,,,0.27064028969669474,0.27064028969669474,,,0.48053649682318555,-0.11029552831449241,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,180D,all,4,0.5,0.25,0.04558726080970055,0.6993581574175981,0.011679420119687367,-0.007013650915037195,0.1078418702900219,-0.08448303005064717,1.2764915063459634,1.2764915063459634,-0.09866833400036173,-0.10958538270487334,0.32591480038564485,0.10863826679521495,0.10583673484527584,-0.1585888957926016,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,180D,bull,4,0.5,0.25,0.04558726080970055,0.6993581574175981,0.011679420119687367,-0.007013650915037195,0.1078418702900219,-0.08448303005064717,1.2764915063459634,1.2764915063459634,-0.09866833400036173,-0.10958538270487334,0.32591480038564485,0.10863826679521495,0.10583673484527584,-0.1585888957926016,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,1D,all,91,0.45161290322580644,0.38461538461538464,0.29126551582560833,0.4873123312349026,-0.00586893174397528,-0.007098823089856099,0.022799996140171447,-0.02947863706033141,0.7734413261206291,0.6369516803346357,-0.0061698698384146915,-0.00653947938646815,0.9590122035286467,0.5993826272054041,-0.0061698698384146915,-0.0061698698384146915,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,1D,bear,6,1.0,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.006654024509481308,0.006062473979140726,0.006654024509481308,,,,0.004329306652998392,0.0025363978145310773,3.04182841250195,15.209142062509748,0.004329306652998392,0.004329306652998392,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,1D,bull,85,0.41379310344827586,0.35294117647058826,0.2597248535117248,0.4588749946688786,-0.006732583899386079,-0.009219156748400015,0.02549099141195314,-0.02947863706033141,0.864727611381181,0.6103959609749513,-0.006910988178985027,-0.007220117370917656,1.063884469658458,0.5803006198137043,-0.006910988178985027,-0.006910988178985027,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,20D,all,57,0.4067796610169492,0.45614035087719296,0.3337260558309283,0.5840931402088065,0.012778914878850516,-0.027079666783996204,0.14727161305812506,-0.07944464958693773,1.8537637691631208,1.2711522988547113,0.019467155090659254,-0.011211378946824113,1.762975793095141,1.478624858724957,0.08808426316390104,-0.07070850388493403,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,20D,bear,2,0.0,0.0,0.0,0.6576197724933469,-0.015133232391109419,-0.015133232391109419,,-0.015133232391109419,,,-0.014888510938333543,-0.014888510938333543,,,0.0013773641164313566,-0.022572144873691746,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,20D,bull,55,0.42105263157894735,0.4727272727272727,0.3469309836131932,0.6020845564477388,0.013758288467270162,-0.027384393944938412,0.14727161305812506,-0.08334231123516976,1.7670689818352152,1.2851410776983383,0.02071645203716808,-0.008068863987978347,1.670693754080283,1.4978633657271505,0.09112661049889997,-0.07239749893796009,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,5D,all,65,0.4857142857142857,0.47692307692307695,0.36021790528527997,0.5962037038526982,0.0008060983202277089,-0.0019417101840363271,0.06074525364190183,-0.05580310392802008,1.0885640648279455,1.0280882834486154,0.0003219329335064106,-0.004824861031030525,1.1108386348493207,1.012823461186145,0.03238008865802883,-0.03669063919734357,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,5D,bear,4,0.25,0.25,0.04558726080970055,0.6993581574175981,-0.002300298092568265,-0.013823096900735687,0.04784237621627452,-0.019014522862182526,2.5160965943261684,0.8386988647753895,-0.00025217472805028063,-0.005104479336393464,2.873000728391399,0.9576669094637997,0.007295158660720363,-0.0057090323631222295,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,5D,bull,61,0.5,0.4918032786885246,0.37060395323711026,0.6139738150890883,0.000994364769488071,0.0010912560701885066,0.06113624992752689,-0.059147520388550756,1.033623210675812,1.033623210675812,0.00035957933754291496,-0.004570825013655799,1.0474288097851867,1.0136407836630839,0.0339478967828606,-0.038626989624482404,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,60D,all,30,0.5333333333333333,0.5333333333333333,0.36142299619873297,0.6976761109230025,0.14207739574882497,0.014945081793392045,0.34231578592581424,-0.08676647873916268,3.945253868776716,4.508861564316247,0.11102672594200949,0.00938935604318003,2.956742009863634,3.3791337255584386,0.21416408359344738,-0.10713783739886883,2026-07-19T16:54:32+00:00
x,horizon,180D,3,top25,60D,bear,1,0.0,0.0,0.0,0.7934506856227626,-0.12319021675746811,-0.12319021675746811,,-0.12319021675746811,,,-0.06487377184308518,-0.06487377184308518,,,0.0009889150481181552,-0.06487377184308518,2026-07-19T16:54:32+00:00
